date,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,commodity,year,month,fecha_procesamiento,front_month,back_month,contango_3m,contango_6m,spread_m1_m2,spread_m1_m3
2015-11-23,338.0,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,333.5,SR,2015,11,2025-09-28 18:14:15.994359,338.0,333.5,-1.33,-1.33,-4.5,-4.5
2015-11-24,337.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,SR,2015,11,2025-09-28 18:14:15.994359,337.0,335.0,-0.59,-0.59,-2.0,-2.0
2015-11-25,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,SR,2015,11,2025-09-28 18:14:15.994359,335.0,335.0,0.0,0.0,0.0,0.0
2015-11-26,334.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,SR,2015,11,2025-09-28 18:14:15.994359,334.0,335.0,0.3,0.3,1.0,1.0
2015-11-27,334.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,SR,2015,11,2025-09-28 18:14:15.994359,334.0,335.0,0.3,0.3,1.0,1.0
2015-11-30,341.33,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,SR,2015,11,2025-09-28 18:14:15.994359,341.33,332.0,-2.73,-2.73,-9.329999999999984,-9.329999999999984
2015-12-01,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,SR,2015,12,2025-09-28 18:14:15.994359,330.0,330.0,0.0,0.0,0.0,0.0
2015-12-02,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,SR,2015,12,2025-09-28 18:14:15.994359,330.0,330.0,0.0,0.0,0.0,0.0
2015-12-03,330.0,330.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,330.0,329.0,-0.3,-0.3,0.0,-1.0
2015-12-04,330.0,330.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,330.0,329.0,-0.3,-0.3,0.0,-1.0
2015-12-07,330.0,330.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,330.0,329.0,-0.3,-0.3,0.0,-1.0
2015-12-08,325.0,328.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,329.0,1.23,1.23,3.0,4.0
2015-12-09,325.0,328.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,329.0,1.23,1.23,3.0,4.0
2015-12-10,325.0,328.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,329.0,1.23,1.23,3.0,4.0
2015-12-11,325.0,328.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,329.0,1.23,1.23,3.0,4.0
2015-12-14,325.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,327.0,0.62,0.62,2.0,2.0
2015-12-15,325.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,327.0,0.62,0.62,2.0,2.0
2015-12-16,325.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,327.0,0.62,0.62,2.0,2.0
2015-12-17,325.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,SR,2015,12,2025-09-28 18:14:15.994359,325.0,327.0,0.62,0.62,2.0,2.0
2015-12-18,326.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,334.0,2.45,2.45,8.0,8.0
2015-12-21,326.0,330.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,334.0,2.45,2.45,4.0,8.0
2015-12-22,326.0,327.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,330.0,1.23,2.15,1.0,4.0
2015-12-23,326.0,327.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,330.0,1.23,2.15,1.0,4.0
2015-12-24,326.0,327.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,330.0,1.23,2.15,1.0,4.0
2015-12-29,326.0,327.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,330.0,1.23,2.15,1.0,4.0
2015-12-30,326.0,327.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.0,330.0,1.23,2.15,1.0,4.0
2015-12-31,326.38,327.0,330.0,330.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2015,12,2025-09-28 18:14:15.994359,326.38,330.0,1.11,1.42,0.6200000000000045,3.6200000000000045
2016-01-04,327.0,330.0,330.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,1.53,3.0,3.0
2016-01-05,327.0,330.0,330.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,1.53,3.0,3.0
2016-01-06,327.0,330.0,330.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,1.53,3.0,3.0
2016-01-07,327.0,329.0,330.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,1.53,2.0,3.0
2016-01-08,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-11,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-12,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-13,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-14,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-15,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-18,327.0,329.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,2.0,3.0
2016-01-19,327.0,325.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,-2.0,3.0
2016-01-20,327.0,325.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,-2.0,3.0
2016-01-21,327.0,325.0,330.0,330.0,330.0,330.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,327.0,330.0,0.92,0.92,-2.0,3.0
2016-01-22,326.5,325.0,326.0,328.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,326.5,326.0,-0.15,1.07,-1.5,-0.5
2016-01-25,325.0,325.0,326.0,328.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,325.0,326.0,0.31,1.54,0.0,1.0
2016-01-26,325.0,324.0,326.0,328.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,325.0,326.0,0.31,1.54,-1.0,1.0
2016-01-27,325.0,324.0,325.0,328.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,325.0,325.0,0.0,1.54,-1.0,0.0
2016-01-28,325.0,324.0,325.0,328.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,325.0,325.0,0.0,1.54,-1.0,0.0
2016-01-29,323.18,324.0,325.0,327.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,1,2025-09-28 18:14:15.994359,323.18,325.0,0.56,2.11,0.8199999999999932,1.8199999999999932
2016-02-01,323.0,325.0,327.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,327.0,1.24,2.48,2.0,4.0
2016-02-02,323.0,325.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.48,2.0,2.0
2016-02-03,323.0,325.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.17,2.0,2.0
2016-02-04,323.0,325.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.17,2.0,2.0
2016-02-05,323.0,324.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.17,1.0,2.0
2016-02-08,323.0,324.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.17,1.0,2.0
2016-02-09,323.0,324.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,323.0,325.0,0.62,2.17,1.0,2.0
2016-02-10,322.0,324.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,322.0,325.0,0.93,2.48,2.0,3.0
2016-02-11,322.0,324.0,325.0,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,322.0,325.0,0.93,2.48,2.0,3.0
2016-02-12,322.0,322.5,322.5,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,322.0,322.5,0.16,2.48,0.5,0.5
2016-02-15,322.0,322.5,322.5,327.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,322.0,322.5,0.16,2.48,0.5,0.5
2016-02-16,321.0,321.5,321.5,326.0,327.0,329.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,321.0,321.5,0.16,2.49,0.5,0.5
2016-02-17,320.5,320.0,320.5,324.0,326.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,320.5,320.5,0.0,2.34,-0.5,0.0
2016-02-18,320.5,320.0,320.5,324.0,326.0,328.0,330.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,320.5,320.5,0.0,2.34,-0.5,0.0
2016-02-19,320.5,320.0,320.5,324.0,326.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,320.5,320.5,0.0,2.34,-0.5,0.0
2016-02-22,320.5,320.0,320.0,324.0,326.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,320.5,320.0,-0.16,2.34,-0.5,-0.5
2016-02-23,320.5,320.0,320.0,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,320.5,320.0,-0.16,2.34,-0.5,-0.5
2016-02-24,319.5,319.5,319.5,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,319.5,319.5,0.0,2.66,0.0,0.0
2016-02-25,319.5,319.5,319.5,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,319.5,319.5,0.0,2.66,0.0,0.0
2016-02-26,319.5,322.5,322.5,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,319.5,322.5,0.94,2.66,3.0,3.0
2016-02-29,318.81,322.5,322.0,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,2,2025-09-28 18:14:15.994359,318.81,322.0,1.0,2.88,3.6899999999999977,3.1899999999999977
2016-03-01,323.5,322.5,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,3,2025-09-28 18:14:15.994359,323.5,324.0,0.15,2.01,-1.0,0.5
2016-03-02,323.5,322.5,324.0,325.0,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,3,2025-09-28 18:14:15.994359,323.5,324.0,0.15,2.01,-1.0,0.5
2016-03-03,325.5,325.5,325.5,326.5,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,3,2025-09-28 18:14:15.994359,325.5,325.5,0.0,1.38,0.0,0.0
2016-03-04,325.5,325.0,325.5,326.5,328.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,3,2025-09-28 18:14:15.994359,325.5,325.5,0.0,1.38,-0.5,0.0
2016-03-07,332.0,338.0,330.5,329.0,329.0,330.0,331.0,332.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,SR,2016,3,2025-09-28 18:14:15.994359,332.0,330.5,-0.45,-0.6,6.0,-1.5
2016-03-08,338.0,344.0,335.0,335.0,335.0,335.0,335.0,335.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,SR,2016,3,2025-09-28 18:14:15.994359,338.0,335.0,-0.89,-0.89,6.0,-3.0
2016-03-09,345.5,344.0,340.5,339.0,340.0,340.0,337.0,338.0,339.0,340.0,340.0,340.0,340.0,340.0,340.0,SR,2016,3,2025-09-28 18:14:15.994359,345.5,340.5,-1.45,-1.59,-1.5,-5.0
2016-03-10,348.0,355.0,347.0,343.0,341.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,SR,2016,3,2025-09-28 18:14:15.994359,348.0,347.0,-0.29,-2.3,7.0,-1.0
2016-03-11,348.0,355.0,350.0,346.0,344.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,SR,2016,3,2025-09-28 18:14:15.994359,348.0,350.0,0.57,-1.44,7.0,2.0
2016-03-14,353.0,355.0,352.0,348.0,346.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,SR,2016,3,2025-09-28 18:14:15.994359,353.0,352.0,-0.28,-2.27,2.0,-1.0
2016-03-15,353.0,355.0,352.0,348.0,346.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,SR,2016,3,2025-09-28 18:14:15.994359,353.0,352.0,-0.28,-2.27,2.0,-1.0
2016-03-16,353.0,355.0,352.0,348.0,346.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,SR,2016,3,2025-09-28 18:14:15.994359,353.0,352.0,-0.28,-2.27,2.0,-1.0
2016-03-17,355.0,355.0,355.0,348.0,346.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,SR,2016,3,2025-09-28 18:14:15.994359,355.0,355.0,0.0,-2.82,0.0,0.0
2016-03-18,355.0,355.0,355.0,348.0,346.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,SR,2016,3,2025-09-28 18:14:15.994359,355.0,355.0,0.0,-2.82,0.0,0.0
2016-03-21,355.0,358.0,358.0,357.0,358.0,359.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,SR,2016,3,2025-09-28 18:14:15.994359,355.0,358.0,0.85,1.13,3.0,3.0
2016-03-22,355.0,358.0,358.0,357.0,358.0,359.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,SR,2016,3,2025-09-28 18:14:15.994359,355.0,358.0,0.85,1.13,3.0,3.0
2016-03-23,356.0,365.0,361.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,SR,2016,3,2025-09-28 18:14:15.994359,356.0,361.0,1.4,1.12,9.0,5.0
2016-03-24,358.0,370.0,364.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,SR,2016,3,2025-09-28 18:14:15.994359,358.0,364.0,1.68,1.4,12.0,6.0
2016-03-29,358.0,383.0,373.0,371.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,SR,2016,3,2025-09-28 18:14:15.994359,358.0,373.0,4.19,3.35,25.0,15.0
2016-03-30,358.0,383.0,374.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,SR,2016,3,2025-09-28 18:14:15.994359,358.0,374.0,4.47,4.75,25.0,16.0
2016-03-31,363.0,386.0,384.0,382.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,SR,2016,3,2025-09-28 18:14:15.994359,363.0,384.0,5.79,4.68,23.0,21.0
2016-04-01,387.5,385.0,385.0,382.0,381.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,SR,2016,4,2025-09-28 18:14:15.994359,387.5,385.0,-0.65,-1.94,-2.5,-2.5
2016-04-04,400.0,399.0,398.0,395.0,392.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,SR,2016,4,2025-09-28 18:14:15.994359,400.0,398.0,-0.5,-2.5,-1.0,-2.0
2016-04-05,400.0,399.0,398.0,395.0,392.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,SR,2016,4,2025-09-28 18:14:15.994359,400.0,398.0,-0.5,-2.5,-1.0,-2.0
2016-04-06,411.0,409.0,408.0,405.0,402.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,SR,2016,4,2025-09-28 18:14:15.994359,411.0,408.0,-0.73,-2.68,-2.0,-3.0
2016-04-07,411.0,409.0,408.0,405.0,402.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,SR,2016,4,2025-09-28 18:14:15.994359,411.0,408.0,-0.73,-2.68,-2.0,-3.0
2016-04-08,423.0,423.0,423.0,420.0,417.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,SR,2016,4,2025-09-28 18:14:15.994359,423.0,423.0,0.0,-1.89,0.0,0.0
2016-04-11,423.0,423.0,423.0,420.0,417.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,SR,2016,4,2025-09-28 18:14:15.994359,423.0,423.0,0.0,-1.89,0.0,0.0
2016-04-12,423.0,428.0,428.0,425.0,422.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,SR,2016,4,2025-09-28 18:14:15.994359,423.0,428.0,1.18,-0.71,5.0,5.0
2016-04-13,435.0,438.0,438.0,429.0,429.0,429.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,SR,2016,4,2025-09-28 18:14:15.994359,435.0,438.0,0.69,-1.38,3.0,3.0
2016-04-14,447.0,447.0,447.0,438.0,436.0,436.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,SR,2016,4,2025-09-28 18:14:15.994359,447.0,447.0,0.0,-2.46,0.0,0.0
2016-04-15,447.0,447.0,447.0,443.0,441.0,439.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,SR,2016,4,2025-09-28 18:14:15.994359,447.0,447.0,0.0,-1.79,0.0,0.0
2016-04-18,447.0,450.0,447.0,443.0,441.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,SR,2016,4,2025-09-28 18:14:15.994359,447.0,447.0,0.0,-1.57,3.0,0.0
2016-04-19,450.0,458.0,459.0,453.0,450.0,448.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,SR,2016,4,2025-09-28 18:14:15.994359,450.0,459.0,2.0,-0.44,8.0,9.0
2016-04-20,454.0,473.0,473.0,466.0,464.0,462.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,SR,2016,4,2025-09-28 18:14:15.994359,454.0,473.0,4.19,1.76,19.0,19.0
2016-04-21,454.0,478.0,478.0,471.0,469.0,466.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,SR,2016,4,2025-09-28 18:14:15.994359,454.0,478.0,5.29,2.64,24.0,24.0
2016-04-22,454.0,478.0,478.0,475.0,473.0,471.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,SR,2016,4,2025-09-28 18:14:15.994359,454.0,478.0,5.29,3.74,24.0,24.0
2016-04-25,454.0,478.0,478.0,475.0,473.0,471.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,SR,2016,4,2025-09-28 18:14:15.994359,454.0,478.0,5.29,3.74,24.0,24.0
2016-04-26,457.0,482.0,482.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,SR,2016,4,2025-09-28 18:14:15.994359,457.0,482.0,5.47,4.81,25.0,25.0
2016-04-27,457.0,484.0,483.0,481.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,SR,2016,4,2025-09-28 18:14:15.994359,457.0,483.0,5.69,5.03,27.0,26.0
2016-04-28,456.0,488.0,488.0,484.0,483.0,482.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,SR,2016,4,2025-09-28 18:14:15.994359,456.0,488.0,7.02,5.7,32.0,32.0
2016-04-29,454.0,488.0,488.0,484.0,483.0,482.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,SR,2016,4,2025-09-28 18:14:15.994359,454.0,488.0,7.49,6.17,34.0,34.0
2016-05-03,508.0,494.0,494.0,490.0,489.0,488.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,SR,2016,5,2025-09-28 18:14:15.994359,508.0,494.0,-2.76,-3.94,-14.0,-14.0
2016-05-04,503.0,498.0,495.0,493.0,491.0,489.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,SR,2016,5,2025-09-28 18:14:15.994359,503.0,495.0,-1.59,-2.78,-5.0,-8.0
2016-05-05,503.0,500.0,498.0,495.0,493.0,491.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,SR,2016,5,2025-09-28 18:14:15.994359,503.0,498.0,-0.99,-2.39,-3.0,-5.0
2016-05-06,502.0,500.0,498.0,495.0,493.0,491.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,SR,2016,5,2025-09-28 18:14:15.994359,502.0,498.0,-0.8,-2.19,-2.0,-4.0
2016-05-09,500.0,490.0,494.0,493.0,491.0,489.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,SR,2016,5,2025-09-28 18:14:15.994359,500.0,494.0,-1.2,-2.2,-10.0,-6.0
2016-05-10,502.0,490.0,490.0,490.0,490.0,489.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,SR,2016,5,2025-09-28 18:14:15.994359,502.0,490.0,-2.39,-2.59,-12.0,-12.0
2016-05-11,502.0,487.0,487.0,490.0,490.0,489.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,SR,2016,5,2025-09-28 18:14:15.994359,502.0,487.0,-2.99,-2.59,-15.0,-15.0
2016-05-12,502.0,487.0,487.0,489.0,490.0,489.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,SR,2016,5,2025-09-28 18:14:15.994359,502.0,487.0,-2.99,-2.59,-15.0,-15.0
2016-05-13,502.0,483.0,484.0,486.0,487.0,486.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,SR,2016,5,2025-09-28 18:14:15.994359,502.0,484.0,-3.59,-3.19,-19.0,-18.0
