date,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,commodity,year,month,fecha_procesamiento,front_month,back_month,contango_3m,contango_6m,spread_m1_m2,spread_m1_m3
2020-05-20,400.5,426.5,430.0,430.5,434.5,433.0,431.0,428.0,432.5,427.0,425.0,422.0,420.5,422.0,420.0,SR,2020,5,2025-09-28 18:14:15.994359,400.5,430.0,7.37,8.11,26.0,29.5
2020-05-21,397.5,422.5,426.5,429.0,429.5,431.0,431.5,426.0,426.0,423.0,424.5,422.5,421.0,421.0,420.0,SR,2020,5,2025-09-28 18:14:15.994359,397.5,426.5,7.3,8.43,25.0,29.0
2020-05-22,398.5,419.0,420.5,426.0,424.5,420.0,420.0,417.5,418.0,417.0,416.0,413.0,412.0,413.5,413.0,SR,2020,5,2025-09-28 18:14:15.994359,398.5,420.5,5.52,5.4,20.5,22.0
2020-05-26,399.0,423.5,424.5,424.5,425.5,424.5,423.5,420.0,419.0,417.0,416.0,416.0,416.0,414.0,414.0,SR,2020,5,2025-09-28 18:14:15.994359,399.0,424.5,6.39,6.39,24.5,25.5
2020-05-27,397.0,418.5,420.0,420.5,422.5,422.5,423.5,422.0,420.5,422.0,419.0,417.0,414.0,414.0,415.0,SR,2020,5,2025-09-28 18:14:15.994359,397.0,420.0,5.79,6.42,21.5,23.0
2020-05-28,398.5,416.0,422.0,419.5,421.0,422.5,421.0,420.5,418.5,415.0,416.0,415.5,410.0,413.5,413.0,SR,2020,5,2025-09-28 18:14:15.994359,398.5,422.0,5.9,6.02,17.5,23.5
2020-05-29,398.76,421.0,426.5,425.5,427.5,427.0,422.0,419.5,414.5,413.0,413.5,408.5,408.0,408.0,408.5,SR,2020,5,2025-09-28 18:14:15.994359,398.76,426.5,6.96,7.08,22.24000000000001,27.74000000000001
2020-06-01,425.5,429.0,432.0,431.0,430.0,428.0,426.0,423.0,421.0,424.0,417.0,418.5,418.5,418.5,418.5,SR,2020,6,2025-09-28 18:14:15.994359,425.5,432.0,1.53,0.59,3.5,6.5
2020-06-02,427.0,437.0,437.5,432.0,434.5,433.0,429.0,428.5,427.0,425.0,425.0,423.5,420.5,420.0,420.0,SR,2020,6,2025-09-28 18:14:15.994359,427.0,437.5,2.46,1.41,10.0,10.5
2020-06-03,423.5,425.0,425.5,427.0,428.0,426.5,424.0,424.0,421.5,419.5,421.0,419.5,416.5,416.0,416.0,SR,2020,6,2025-09-28 18:14:15.994359,423.5,425.5,0.47,0.71,1.5,2.0
2020-06-04,420.0,421.5,422.0,424.5,424.0,421.0,420.5,424.0,421.5,419.5,416.5,419.5,416.5,413.0,416.0,SR,2020,6,2025-09-28 18:14:15.994359,420.0,422.0,0.48,0.24,1.5,2.0
2020-06-05,420.0,421.0,422.0,423.5,423.5,422.0,422.0,422.0,421.5,419.5,418.0,418.0,416.5,415.0,412.0,SR,2020,6,2025-09-28 18:14:15.994359,420.0,422.0,0.48,0.48,1.0,2.0
2020-06-08,422.5,429.0,430.0,426.0,426.5,426.0,424.5,424.5,422.5,420.5,420.0,418.0,417.0,416.0,416.0,SR,2020,6,2025-09-28 18:14:15.994359,422.5,430.0,1.78,0.83,6.5,7.5
2020-06-09,425.5,426.5,432.0,424.5,425.5,422.0,420.0,420.5,418.0,416.5,416.0,415.5,413.0,412.0,412.0,SR,2020,6,2025-09-28 18:14:15.994359,425.5,432.0,1.53,-0.82,1.0,6.5
2020-06-10,425.0,425.0,428.0,425.5,424.5,422.0,420.0,419.0,418.0,416.5,416.0,415.5,413.0,412.0,412.0,SR,2020,6,2025-09-28 18:14:15.994359,425.0,428.0,0.71,-0.71,0.0,3.0
2020-06-11,420.0,420.5,420.5,419.5,419.5,419.0,418.0,415.0,413.5,412.5,412.0,411.0,412.0,412.0,412.0,SR,2020,6,2025-09-28 18:14:15.994359,420.0,420.5,0.12,-0.24,0.5,0.5
2020-06-12,422.0,420.5,420.0,419.5,419.0,418.0,416.5,415.0,414.0,412.5,412.0,412.0,412.0,412.0,412.0,SR,2020,6,2025-09-28 18:14:15.994359,422.0,420.0,-0.47,-0.95,-1.5,-2.0
2020-06-15,425.5,427.5,428.0,424.0,424.0,423.0,417.5,416.0,414.5,414.0,413.5,412.5,411.5,411.5,411.0,SR,2020,6,2025-09-28 18:14:15.994359,425.5,428.0,0.59,-0.59,2.0,2.5
2020-06-16,425.0,429.5,427.5,425.0,424.0,419.5,417.5,416.0,415.0,412.0,412.5,412.5,411.5,411.5,411.5,SR,2020,6,2025-09-28 18:14:15.994359,425.0,427.5,0.59,-1.29,4.5,2.5
2020-06-17,421.5,422.5,423.0,420.5,420.5,417.5,417.0,416.0,414.0,413.5,411.5,411.5,411.5,411.5,411.5,SR,2020,6,2025-09-28 18:14:15.994359,421.5,423.0,0.36,-0.95,1.0,1.5
2020-06-18,417.5,418.5,419.0,418.0,418.0,416.0,415.5,415.5,414.5,413.5,412.5,411.5,411.5,411.5,411.5,SR,2020,6,2025-09-28 18:14:15.994359,417.5,419.0,0.36,-0.36,1.0,1.5
2020-06-19,418.0,416.5,417.5,416.5,417.5,416.0,415.5,415.5,414.5,413.5,412.5,411.5,411.5,411.5,411.5,SR,2020,6,2025-09-28 18:14:15.994359,418.0,417.5,-0.12,-0.48,-1.5,-0.5
2020-06-22,417.0,418.0,419.5,419.5,417.0,416.0,415.0,415.0,414.0,413.5,412.5,411.5,411.5,411.5,411.5,SR,2020,6,2025-09-28 18:14:15.994359,417.0,419.5,0.6,-0.24,1.0,2.5
2020-06-23,417.5,421.0,421.5,423.0,421.5,420.0,416.0,415.0,412.0,412.0,410.5,411.5,411.0,411.0,410.0,SR,2020,6,2025-09-28 18:14:15.994359,417.5,421.5,0.96,0.6,3.5,4.0
2020-06-24,419.0,425.0,428.0,427.0,423.0,421.5,417.5,415.5,413.0,412.5,412.0,411.5,411.0,411.0,411.0,SR,2020,6,2025-09-28 18:14:15.994359,419.0,428.0,2.15,0.6,6.0,9.0
2020-06-25,415.5,419.0,417.0,421.5,417.5,417.5,416.0,416.0,414.0,413.0,408.0,407.5,407.0,407.0,407.0,SR,2020,6,2025-09-28 18:14:15.994359,415.5,417.0,0.36,0.48,3.5,1.5
2020-06-26,416.5,421.5,421.5,423.0,422.0,420.0,417.5,412.0,410.0,408.0,408.0,404.0,404.0,404.0,404.0,SR,2020,6,2025-09-28 18:14:15.994359,416.5,421.5,1.2,0.84,5.0,5.0
2020-06-29,416.0,419.0,417.5,422.5,420.0,420.0,418.0,413.0,411.5,410.5,409.5,408.0,407.0,407.0,408.0,SR,2020,6,2025-09-28 18:14:15.994359,416.0,417.5,0.36,0.96,3.0,1.5
2020-06-30,415.95,417.0,417.5,421.0,416.5,416.5,412.5,409.0,407.5,409.5,410.0,408.0,407.5,407.5,406.0,SR,2020,6,2025-09-28 18:14:15.994359,415.95,417.5,0.37,0.13,1.0500000000000114,1.5500000000000114
2020-07-01,418.0,420.0,422.0,417.5,417.5,414.5,410.0,410.0,410.0,409.5,409.0,408.5,408.0,407.5,407.5,SR,2020,7,2025-09-28 18:14:15.994359,418.0,422.0,0.96,-0.84,2.0,4.0
2020-07-02,416.5,419.0,418.5,418.0,418.0,415.5,412.5,411.5,411.5,413.5,413.0,412.5,412.0,412.0,411.5,SR,2020,7,2025-09-28 18:14:15.994359,416.5,418.5,0.48,-0.24,2.5,2.0
2020-07-03,414.5,417.5,419.0,417.0,416.5,416.0,415.0,414.0,413.5,413.5,413.0,412.5,412.0,412.0,411.5,SR,2020,7,2025-09-28 18:14:15.994359,414.5,419.0,1.09,0.36,3.0,4.5
2020-07-06,415.0,417.5,419.5,417.0,416.5,416.5,414.0,413.5,413.0,413.0,412.5,412.0,411.5,411.5,411.5,SR,2020,7,2025-09-28 18:14:15.994359,415.0,419.5,1.08,0.36,2.5,4.5
2020-07-07,415.5,418.5,420.5,416.5,416.5,416.5,414.5,413.5,413.0,413.0,412.5,412.0,411.5,410.0,411.5,SR,2020,7,2025-09-28 18:14:15.994359,415.5,420.5,1.2,0.24,3.0,5.0
2020-07-08,413.5,416.5,415.5,415.5,415.5,415.5,413.5,412.5,412.0,412.0,411.5,411.0,410.5,409.5,409.5,SR,2020,7,2025-09-28 18:14:15.994359,413.5,415.5,0.48,0.48,3.0,2.0
2020-07-09,410.0,418.5,422.5,419.5,417.0,416.5,412.0,411.0,410.5,410.5,409.5,409.5,409.0,408.0,408.0,SR,2020,7,2025-09-28 18:14:15.994359,410.0,422.5,3.05,1.59,8.5,12.5
2020-07-10,411.5,416.0,418.5,417.5,412.0,415.0,409.0,411.5,411.0,410.5,410.0,410.0,410.0,408.5,409.0,SR,2020,7,2025-09-28 18:14:15.994359,411.5,418.5,1.7,0.85,4.5,7.0
2020-07-13,411.5,418.5,418.5,417.5,417.5,415.0,411.5,411.0,411.0,410.5,408.5,410.0,410.0,409.0,409.0,SR,2020,7,2025-09-28 18:14:15.994359,411.5,418.5,1.7,0.85,7.0,7.0
2020-07-14,414.0,421.0,421.5,421.5,420.0,420.0,418.0,416.0,415.0,414.5,414.0,413.5,413.0,410.0,410.0,SR,2020,7,2025-09-28 18:14:15.994359,414.0,421.5,1.81,1.45,7.0,7.5
2020-07-15,416.5,423.5,423.5,422.0,421.0,421.5,421.5,419.5,419.0,418.5,418.0,417.5,417.0,417.0,417.0,SR,2020,7,2025-09-28 18:14:15.994359,416.5,423.5,1.68,1.2,7.0,7.0
2020-07-16,417.0,421.5,421.0,420.5,419.0,419.5,419.5,417.0,416.5,416.0,415.5,415.0,414.5,414.5,414.5,SR,2020,7,2025-09-28 18:14:15.994359,417.0,421.0,0.96,0.6,4.5,4.0
2020-07-17,420.0,423.0,420.5,420.5,419.5,420.5,420.0,417.5,417.0,416.5,415.0,414.0,413.0,412.5,412.5,SR,2020,7,2025-09-28 18:14:15.994359,420.0,420.5,0.12,0.12,3.0,0.5
2020-07-20,423.5,430.0,429.5,425.0,424.0,422.5,424.5,421.0,420.5,420.0,418.5,417.5,416.5,416.0,416.0,SR,2020,7,2025-09-28 18:14:15.994359,423.5,429.5,1.42,-0.24,6.5,6.0
2020-07-21,423.5,429.5,429.0,426.5,425.0,423.5,425.0,422.5,422.0,421.5,421.0,420.5,419.5,418.5,417.0,SR,2020,7,2025-09-28 18:14:15.994359,423.5,429.0,1.3,0.0,6.0,5.5
2020-07-22,425.0,434.5,435.5,433.0,429.5,424.5,425.5,423.5,422.5,421.5,421.0,420.5,419.5,417.5,417.0,SR,2020,7,2025-09-28 18:14:15.994359,425.0,435.5,2.47,-0.12,9.5,10.5
2020-07-23,427.5,439.5,439.5,436.5,429.5,429.5,429.0,425.5,424.5,423.5,422.5,422.0,421.0,419.0,419.0,SR,2020,7,2025-09-28 18:14:15.994359,427.5,439.5,2.81,0.47,12.0,12.0
2020-07-24,426.0,440.5,439.0,436.0,432.0,431.5,430.0,426.5,425.5,424.5,424.0,423.5,422.0,421.0,420.5,SR,2020,7,2025-09-28 18:14:15.994359,426.0,439.0,3.05,1.29,14.5,13.0
2020-07-27,425.5,443.0,439.0,437.0,436.5,435.5,434.5,427.5,426.5,425.5,425.0,424.5,423.0,422.0,422.0,SR,2020,7,2025-09-28 18:14:15.994359,425.5,439.0,3.17,2.35,17.5,13.5
2020-07-28,423.5,441.0,439.0,437.0,436.0,432.0,431.5,425.0,422.5,424.5,424.5,424.0,423.0,423.0,423.0,SR,2020,7,2025-09-28 18:14:15.994359,423.5,439.0,3.66,2.01,17.5,15.5
2020-07-29,420.5,443.5,438.5,438.5,438.5,433.0,431.5,427.0,424.0,423.0,423.0,422.5,421.5,421.5,421.5,SR,2020,7,2025-09-28 18:14:15.994359,420.5,438.5,4.28,2.97,23.0,18.0
2020-07-30,421.0,445.0,442.0,441.0,439.0,435.0,434.0,427.0,426.0,425.0,425.0,424.5,423.5,423.5,423.5,SR,2020,7,2025-09-28 18:14:15.994359,421.0,442.0,4.99,3.33,24.0,21.0
2020-07-31,419.0,450.0,451.0,442.5,441.0,438.5,435.5,429.0,427.0,425.0,425.0,424.5,423.5,423.5,423.5,SR,2020,7,2025-09-28 18:14:15.994359,419.0,451.0,7.64,4.65,31.0,32.0
2020-08-03,453.5,455.0,449.5,444.5,441.0,439.0,434.5,430.5,428.5,426.0,425.5,424.5,424.0,424.0,424.0,SR,2020,8,2025-09-28 18:14:15.994359,453.5,449.5,-0.88,-3.2,1.5,-4.0
2020-08-04,449.0,444.5,443.0,438.0,435.5,436.0,432.0,431.5,429.5,427.0,425.5,424.5,424.0,424.0,424.0,SR,2020,8,2025-09-28 18:14:15.994359,449.0,443.0,-1.34,-2.9,-4.5,-6.0
2020-08-05,449.5,449.0,447.5,443.0,440.0,438.0,434.5,432.0,430.5,428.0,426.5,425.5,425.0,425.0,425.0,SR,2020,8,2025-09-28 18:14:15.994359,449.5,447.5,-0.44,-2.56,-0.5,-2.0
2020-08-06,454.0,453.5,451.5,446.0,443.5,438.5,435.0,432.5,431.0,430.0,429.0,426.5,425.5,425.5,426.5,SR,2020,8,2025-09-28 18:14:15.994359,454.0,451.5,-0.55,-3.41,-0.5,-2.5
2020-08-07,451.0,449.0,446.5,443.5,440.5,436.5,435.0,432.5,431.0,430.0,429.0,426.5,425.5,425.5,425.5,SR,2020,8,2025-09-28 18:14:15.994359,451.0,446.5,-1.0,-3.22,-2.0,-4.5
2020-08-10,448.0,447.5,444.5,440.0,439.5,437.5,435.5,432.5,431.0,430.0,429.0,427.5,425.5,425.5,425.5,SR,2020,8,2025-09-28 18:14:15.994359,448.0,444.5,-0.78,-2.34,-0.5,-3.5
2020-08-11,444.5,445.5,440.5,439.5,438.5,434.5,431.5,428.0,427.0,429.0,429.0,427.5,425.5,425.5,425.5,SR,2020,8,2025-09-28 18:14:15.994359,444.5,440.5,-0.9,-2.25,1.0,-4.0
2020-08-12,446.5,446.0,441.5,440.0,438.0,435.5,428.5,428.0,427.0,429.0,429.0,427.5,425.5,425.5,425.5,SR,2020,8,2025-09-28 18:14:15.994359,446.5,441.5,-1.12,-2.46,-0.5,-5.0
2020-08-13,447.5,444.5,442.0,440.0,438.5,436.0,429.0,429.0,427.0,429.0,429.0,427.5,425.5,425.5,425.5,SR,2020,8,2025-09-28 18:14:15.994359,447.5,442.0,-1.23,-2.57,-3.0,-5.5
2020-08-14,447.5,444.0,441.0,439.0,438.0,436.0,436.0,431.0,429.5,429.0,428.5,428.0,426.0,426.0,426.0,SR,2020,8,2025-09-28 18:14:15.994359,447.5,441.0,-1.45,-2.57,-3.5,-6.5
2020-08-17,444.5,444.5,442.0,443.0,440.0,439.0,435.0,431.5,429.0,428.5,428.0,427.5,424.5,426.5,426.0,SR,2020,8,2025-09-28 18:14:15.994359,444.5,442.0,-0.56,-1.24,0.0,-2.5
2020-08-18,447.0,446.0,445.5,445.5,442.0,440.0,441.0,436.5,428.5,434.0,432.0,432.0,430.0,429.0,429.0,SR,2020,8,2025-09-28 18:14:15.994359,447.0,445.5,-0.34,-1.57,-1.0,-1.5
2020-08-19,444.0,448.0,445.0,443.0,441.5,441.5,439.0,436.5,435.0,434.0,432.0,431.5,430.0,429.0,429.0,SR,2020,8,2025-09-28 18:14:15.994359,444.0,445.0,0.23,-0.56,4.0,1.0
2020-08-20,445.0,449.0,447.5,449.0,446.0,442.5,438.5,437.0,435.5,434.5,432.5,432.0,430.5,429.5,429.0,SR,2020,8,2025-09-28 18:14:15.994359,445.0,447.5,0.56,-0.56,4.0,2.5
2020-08-21,440.0,439.5,441.5,444.5,442.5,438.5,435.0,433.0,431.5,430.5,431.5,431.0,430.5,429.0,429.0,SR,2020,8,2025-09-28 18:14:15.994359,440.0,441.5,0.34,-0.34,-0.5,1.5
2020-08-24,440.5,441.5,444.5,445.5,441.0,439.0,435.5,430.0,428.0,430.5,431.5,431.5,431.0,429.5,429.5,SR,2020,8,2025-09-28 18:14:15.994359,440.5,444.5,0.91,-0.34,1.0,4.0
2020-08-25,444.0,447.5,447.5,446.0,444.5,442.5,439.5,435.5,432.5,433.0,434.0,432.5,431.0,428.0,428.0,SR,2020,8,2025-09-28 18:14:15.994359,444.0,447.5,0.79,-0.34,3.5,3.5
2020-08-26,444.0,454.5,451.0,449.5,446.0,447.5,439.5,438.0,435.0,435.5,437.5,437.0,432.5,430.0,429.5,SR,2020,8,2025-09-28 18:14:15.994359,444.0,451.0,1.58,0.79,10.5,7.0
2020-08-27,444.0,454.5,451.5,450.0,447.5,446.0,440.0,438.0,438.0,436.0,435.5,435.0,433.5,431.5,430.0,SR,2020,8,2025-09-28 18:14:15.994359,444.0,451.5,1.69,0.45,10.5,7.5
2020-08-28,440.05,459.0,456.0,453.5,447.0,445.0,441.5,438.5,438.5,436.5,436.0,435.0,433.5,431.5,431.5,SR,2020,8,2025-09-28 18:14:15.994359,440.05,456.0,3.62,1.12,18.94999999999999,15.949999999999989
2020-09-01,459.0,460.5,460.0,452.0,450.0,444.5,440.0,440.0,438.5,438.0,438.0,439.0,433.5,433.5,433.5,SR,2020,9,2025-09-28 18:14:15.994359,459.0,460.0,0.22,-3.16,1.5,1.0
2020-09-02,460.0,461.5,460.0,455.0,455.5,451.5,448.0,445.0,443.0,443.0,443.0,443.0,438.0,438.0,438.0,SR,2020,9,2025-09-28 18:14:15.994359,460.0,460.0,0.0,-1.85,1.5,0.0
2020-09-03,464.0,466.0,465.5,462.5,462.0,458.5,454.5,447.5,445.5,444.5,444.0,444.0,442.5,442.0,442.0,SR,2020,9,2025-09-28 18:14:15.994359,464.0,465.5,0.32,-1.19,2.0,1.5
2020-09-04,460.0,460.5,460.5,460.0,459.0,450.5,451.0,447.5,446.0,445.0,444.0,444.0,442.5,442.0,442.0,SR,2020,9,2025-09-28 18:14:15.994359,460.0,460.5,0.11,-2.07,0.5,0.5
2020-09-07,463.5,467.0,464.5,463.0,462.0,454.5,451.5,448.5,446.5,445.5,444.5,443.5,442.5,442.0,442.0,SR,2020,9,2025-09-28 18:14:15.994359,463.5,464.5,0.22,-1.94,3.5,1.0
2020-09-08,468.0,470.0,466.0,463.5,462.5,455.5,450.5,446.5,443.0,442.0,442.0,441.5,441.5,441.5,441.5,SR,2020,9,2025-09-28 18:14:15.994359,468.0,466.0,-0.43,-2.67,2.0,-2.0
2020-09-09,461.0,462.0,458.5,456.0,454.0,448.5,444.5,444.0,441.5,440.5,439.0,441.5,441.5,441.5,441.5,SR,2020,9,2025-09-28 18:14:15.994359,461.0,458.5,-0.54,-2.71,1.0,-2.5
2020-09-10,462.0,460.0,458.0,458.0,448.5,444.0,441.0,441.5,441.5,440.5,439.5,439.0,439.0,439.0,439.0,SR,2020,9,2025-09-28 18:14:15.994359,462.0,458.0,-0.87,-3.9,-2.0,-4.0
2020-09-11,461.0,461.0,461.5,460.0,455.5,447.0,441.5,441.5,438.0,440.5,440.5,440.0,439.0,439.0,439.0,SR,2020,9,2025-09-28 18:14:15.994359,461.0,461.5,0.11,-3.04,0.0,0.5
2020-09-14,458.5,458.5,459.0,460.5,455.0,447.0,443.0,441.5,440.5,440.5,440.5,439.5,438.5,438.5,438.5,SR,2020,9,2025-09-28 18:14:15.994359,458.5,459.0,0.11,-2.51,0.0,0.5
2020-09-15,455.0,455.5,455.0,455.0,450.5,444.0,443.5,442.0,441.0,440.5,440.0,439.5,438.5,438.5,438.5,SR,2020,9,2025-09-28 18:14:15.994359,455.0,455.0,0.0,-2.42,0.5,0.0
2020-09-16,453.5,452.0,450.5,449.0,450.5,441.5,440.0,438.0,438.0,436.5,436.5,437.0,437.0,437.0,437.0,SR,2020,9,2025-09-28 18:14:15.994359,453.5,450.5,-0.66,-2.65,-1.5,-3.0
2020-09-17,455.0,453.5,452.0,450.5,450.0,443.5,441.5,439.5,438.0,433.5,432.5,432.5,433.0,433.0,433.0,SR,2020,9,2025-09-28 18:14:15.994359,455.0,452.0,-0.66,-2.53,-1.5,-3.0
2020-09-18,459.5,461.0,456.0,455.0,450.0,447.5,443.0,440.5,439.0,438.5,436.5,436.0,435.0,434.0,433.0,SR,2020,9,2025-09-28 18:14:15.994359,459.5,456.0,-0.76,-2.61,1.5,-3.5
2020-09-21,452.5,455.5,452.5,447.5,448.5,443.5,441.0,437.5,440.0,438.5,436.5,436.0,435.0,434.0,434.0,SR,2020,9,2025-09-28 18:14:15.994359,452.5,452.5,0.0,-1.99,3.0,0.0
2020-09-22,454.5,453.0,450.0,446.5,445.5,440.0,439.0,438.0,438.0,437.0,435.5,434.5,434.5,434.5,434.5,SR,2020,9,2025-09-28 18:14:15.994359,454.5,450.0,-0.99,-3.19,-1.5,-4.5
2020-09-23,455.5,452.0,448.5,445.5,444.0,439.5,437.0,435.5,434.0,433.5,432.0,430.0,432.0,432.0,432.0,SR,2020,9,2025-09-28 18:14:15.994359,455.5,448.5,-1.54,-3.51,-3.5,-7.0
2020-09-24,455.5,448.0,448.5,446.5,444.0,440.5,440.5,439.0,439.0,435.0,434.5,433.5,433.0,433.0,433.0,SR,2020,9,2025-09-28 18:14:15.994359,455.5,448.5,-1.54,-3.29,-7.5,-7.0
2020-09-25,459.0,452.0,449.0,446.5,444.5,441.5,438.5,437.5,436.5,435.0,434.5,433.5,432.5,432.5,432.5,SR,2020,9,2025-09-28 18:14:15.994359,459.0,449.0,-2.18,-3.81,-7.0,-10.0
2020-09-28,460.0,457.5,453.5,450.5,440.0,437.5,434.0,435.0,433.5,432.0,433.5,433.0,432.0,432.0,432.0,SR,2020,9,2025-09-28 18:14:15.994359,460.0,453.5,-1.41,-4.89,-2.5,-6.5
2020-09-29,455.5,448.5,447.5,444.0,441.0,437.5,438.0,438.5,437.0,433.0,433.0,432.0,432.0,432.0,432.0,SR,2020,9,2025-09-28 18:14:15.994359,455.5,447.5,-1.76,-3.95,-7.0,-8.0
2020-09-30,454.98,447.0,447.0,446.5,441.5,442.0,438.0,438.0,436.5,437.5,436.5,434.5,432.0,433.5,433.5,SR,2020,9,2025-09-28 18:14:15.994359,454.98,447.0,-1.75,-2.85,-7.980000000000018,-7.980000000000018
2020-10-01,453.5,454.5,452.0,448.5,444.5,443.0,440.5,439.5,438.5,437.0,436.0,434.0,434.0,434.0,434.0,SR,2020,10,2025-09-28 18:14:15.994359,453.5,452.0,-0.33,-2.32,1.0,-1.5
2020-10-02,446.0,445.5,446.0,442.5,439.0,437.5,436.5,437.0,436.5,435.5,434.5,433.5,433.0,433.0,433.0,SR,2020,10,2025-09-28 18:14:15.994359,446.0,446.0,0.0,-1.91,-0.5,0.0
2020-10-05,449.5,450.0,447.5,444.5,442.0,440.0,440.0,440.0,439.5,438.5,437.0,436.0,434.5,434.0,434.0,SR,2020,10,2025-09-28 18:14:15.994359,449.5,447.5,-0.44,-2.11,0.5,-2.0
2020-10-06,450.0,450.5,448.0,446.0,442.5,442.5,442.5,441.5,441.0,440.0,438.5,437.5,436.0,436.0,436.0,SR,2020,10,2025-09-28 18:14:15.994359,450.0,448.0,-0.44,-1.67,0.5,-2.0
2020-10-07,450.5,450.0,449.5,445.5,446.5,445.0,445.0,443.5,443.0,441.0,440.0,437.5,436.0,436.0,435.0,SR,2020,10,2025-09-28 18:14:15.994359,450.5,449.5,-0.22,-1.22,-0.5,-1.0
2020-10-08,447.0,448.5,446.5,446.0,446.0,445.0,444.5,444.5,444.5,444.0,442.5,440.5,439.0,439.0,434.5,SR,2020,10,2025-09-28 18:14:15.994359,447.0,446.5,-0.11,-0.45,1.5,-0.5
2020-10-09,448.5,452.5,452.5,452.0,451.5,451.0,449.0,448.0,446.5,445.5,445.0,443.0,442.0,442.0,442.0,SR,2020,10,2025-09-28 18:14:15.994359,448.5,452.5,0.89,0.56,4.0,4.0
2020-10-12,447.5,454.0,455.0,453.0,452.5,452.5,451.0,449.0,447.0,446.5,445.5,443.5,442.0,442.0,439.5,SR,2020,10,2025-09-28 18:14:15.994359,447.5,455.0,1.68,1.12,6.5,7.5
2020-10-13,446.5,450.0,453.0,448.5,451.0,450.5,449.5,448.0,446.5,446.5,446.0,443.5,442.0,442.0,442.0,SR,2020,10,2025-09-28 18:14:15.994359,446.5,453.0,1.46,0.9,3.5,6.5
2020-10-14,447.0,452.0,455.0,453.5,453.0,452.5,450.5,446.5,448.0,445.0,444.0,442.5,441.0,441.0,441.0,SR,2020,10,2025-09-28 18:14:15.994359,447.0,455.0,1.79,1.23,5.0,8.0
2020-10-15,448.0,452.5,454.5,455.0,453.0,453.5,450.0,451.5,450.0,448.5,446.5,443.5,442.5,442.0,442.0,SR,2020,10,2025-09-28 18:14:15.994359,448.0,454.5,1.45,1.23,4.5,6.5
2020-10-16,447.5,453.0,454.0,455.0,453.0,453.5,452.5,452.5,450.0,449.0,447.5,446.5,446.0,445.5,445.5,SR,2020,10,2025-09-28 18:14:15.994359,447.5,454.0,1.45,1.34,5.5,6.5
2020-10-19,447.0,455.5,456.0,456.5,454.5,455.0,453.5,452.5,451.0,449.5,449.0,447.5,446.5,446.0,446.0,SR,2020,10,2025-09-28 18:14:15.994359,447.0,456.0,2.01,1.79,8.5,9.0
2020-10-20,448.0,456.5,459.0,460.5,458.5,458.0,457.0,454.5,452.5,452.5,451.0,449.5,448.5,446.5,446.5,SR,2020,10,2025-09-28 18:14:15.994359,448.0,459.0,2.46,2.23,8.5,11.0
2020-10-21,448.5,457.0,462.5,462.0,461.0,461.5,459.0,458.0,456.5,456.5,455.0,453.5,452.5,451.0,451.0,SR,2020,10,2025-09-28 18:14:15.994359,448.5,462.5,3.12,2.9,8.5,14.0
2020-10-22,448.0,458.0,463.5,462.0,462.0,462.0,460.5,458.5,457.5,456.5,455.0,453.5,453.0,451.5,451.5,SR,2020,10,2025-09-28 18:14:15.994359,448.0,463.5,3.46,3.12,10.0,15.5
2020-10-23,448.5,462.0,468.5,466.5,464.5,466.0,462.5,461.0,461.0,460.5,459.5,456.0,453.5,452.5,452.5,SR,2020,10,2025-09-28 18:14:15.994359,448.5,468.5,4.46,3.9,13.5,20.0
2020-10-26,447.0,458.0,461.0,462.0,457.5,459.0,459.0,457.5,457.5,457.0,456.0,455.5,454.5,453.0,453.0,SR,2020,10,2025-09-28 18:14:15.994359,447.0,461.0,3.13,2.68,11.0,14.0
2020-10-27,447.0,457.5,458.0,458.5,455.0,455.0,452.0,451.0,450.5,450.0,449.0,448.0,447.5,447.5,447.5,SR,2020,10,2025-09-28 18:14:15.994359,447.0,458.0,2.46,1.79,10.5,11.0
2020-10-28,448.0,462.0,462.0,462.0,458.0,457.0,453.5,452.0,451.0,450.0,449.5,448.5,448.0,448.0,448.0,SR,2020,10,2025-09-28 18:14:15.994359,448.0,462.0,3.12,2.01,14.0,14.0
2020-10-29,446.0,459.5,460.5,460.5,457.0,453.0,453.0,449.0,450.0,450.0,449.5,449.0,448.5,444.5,444.5,SR,2020,10,2025-09-28 18:14:15.994359,446.0,460.5,3.25,1.57,13.5,14.5
2020-10-30,445.48,457.0,460.0,461.0,457.0,456.5,452.0,451.5,450.0,449.0,448.5,445.0,444.5,444.5,443.0,SR,2020,10,2025-09-28 18:14:15.994359,445.48,460.0,3.26,2.47,11.519999999999982,14.519999999999982
2020-11-02,461.0,461.5,460.0,457.0,458.0,454.0,451.0,450.0,450.0,450.0,449.0,448.5,448.5,447.0,447.0,SR,2020,11,2025-09-28 18:14:15.994359,461.0,460.0,-0.22,-1.52,0.5,-1.0
2020-11-03,462.0,462.0,463.5,460.0,460.0,455.0,452.0,452.0,450.0,448.5,448.5,447.0,446.5,443.0,443.0,SR,2020,11,2025-09-28 18:14:15.994359,462.0,463.5,0.32,-1.52,0.0,1.5
2020-11-04,464.5,465.0,465.0,462.5,462.0,457.0,453.5,452.5,450.5,449.0,449.0,447.5,447.0,443.5,443.5,SR,2020,11,2025-09-28 18:14:15.994359,464.5,465.0,0.11,-1.61,0.5,0.5
