fecha,SF43718,SP1,SF43783,SR16734,SP74665
2022-10-21,19.9647,,9.567,,
2022-10-24,19.9535,,9.5675,,
2022-10-25,19.8712,,9.575,,
2022-10-26,19.8553,,9.584,,
2022-10-27,19.8365,,9.591,,
2022-10-28,19.8303,,9.59,,
2022-10-31,19.8245,,9.594,,
2022-11-01,19.7463,125.997,9.596,116.2355,5.73
2022-11-03,19.6673,,9.597,,
2022-11-04,19.5202,,9.606,,
2022-11-07,19.4647,,9.612,,
2022-11-08,19.4775,,9.6125,,
2022-11-09,19.5887,,9.62,,
2022-11-10,19.394,,9.63,,
2022-11-11,19.5353,,9.65,,
2022-11-14,19.4015,,10.22,,
2022-11-15,19.3818,,10.235,,
2022-11-16,19.3137,,10.2457,,
2022-11-17,19.4333,,10.24,,
2022-11-18,19.493,,10.2395,,
2022-11-22,19.4667,,10.2495,,
2022-11-23,19.3683,,10.2487,,
2022-11-24,19.3692,,10.2599,,
2022-11-25,19.3393,,10.2694,,
2022-11-28,19.325,,10.2749,,
2022-11-29,19.216,,10.2857,,
2022-11-30,19.3965,,10.2875,,
2022-12-01,19.1433,126.478,10.2935,115.6574,6.27
2022-12-02,19.3422,,10.2987,,
2022-12-05,19.7567,,10.309,,
2022-12-06,19.803,,10.3162,,
2022-12-07,19.6977,,10.3249,,
2022-12-08,19.6732,,10.3287,,
2022-12-09,19.8192,,10.3343,,
2022-12-13,19.6458,,10.3471,,
2022-12-14,19.6955,,10.3535,,
2022-12-15,19.7963,,10.3612,,
2022-12-16,19.7932,,10.3737,,
2022-12-19,19.7557,,10.7125,,
2022-12-20,19.7482,,10.715,,
2022-12-21,19.6932,,10.722,,
2022-12-22,19.574,,10.7359,,
2022-12-23,19.4287,,10.7375,,
2022-12-26,19.3983,,10.7472,,
2022-12-27,19.4407,,10.745,,
2022-12-28,19.4143,,10.7545,,
2022-12-29,19.3615,,10.762,,
2022-12-30,19.4715,,10.7605,,
2023-01-01,,127.336,,112.0995,6.32
2023-01-02,19.4883,,10.77,,
2023-01-03,19.422,,10.7775,,
2023-01-04,19.3568,,10.777,,
2023-01-05,19.3672,,10.7663,,
2023-01-06,19.1753,,10.768,,
2023-01-09,19.1648,,10.769,,
2023-01-10,19.1108,,10.7745,,
2023-01-11,19.026,,10.7675,,
2023-01-12,18.8735,,10.7675,,
2023-01-13,18.7922,,10.7675,,
2023-01-16,18.7913,,10.76,,
2023-01-17,18.7493,,10.775,,
2023-01-18,18.7493,,10.7775,,
2023-01-19,19.0327,,10.7872,,
2023-01-20,18.9257,,10.7885,,
2023-01-23,18.8267,,10.7899,,
2023-01-24,18.8318,,10.7924,,
2023-01-25,18.82,,10.791,,
2023-01-26,18.8355,,10.7965,,
2023-01-27,18.7872,,10.7955,,
2023-01-30,18.7793,,10.805,,
2023-01-31,18.7937,,10.8162,,
2023-02-01,18.739,128.046,10.8125,109.5504,5.65
2023-02-02,18.6232,,10.8274,,
2023-02-03,18.8895,,10.8335,,
2023-02-07,19.0517,,10.8449,,
2023-02-08,18.9435,,10.8512,,
2023-02-09,18.9543,,10.8605,,
2023-02-10,18.6893,,10.88,,
2023-02-13,18.6327,,11.2275,,
2023-02-14,18.5383,,11.2349,,
2023-02-15,18.6428,,11.237,,
2023-02-16,18.5497,,11.243,,
2023-02-17,18.4142,,11.241,,
2023-02-20,18.397,,11.245,,
2023-02-21,18.3938,,11.2545,,
2023-02-22,18.3483,,11.2642,,
2023-02-23,18.4107,,11.2604,,
2023-02-24,18.4023,,11.27,,
2023-02-27,18.4077,,11.275,,
2023-02-28,18.3448,,11.2655,,
2023-03-01,18.17,128.389,11.274,115.2517,3.27
2023-03-02,18.126,,11.2675,,
2023-03-03,18.0123,,11.2775,,
2023-03-06,18.0122,,11.2823,,
2023-03-07,18.1155,,11.285,,
2023-03-08,17.9662,,11.296,,
2023-03-09,18.0577,,11.2962,,
2023-03-10,18.4083,,11.308,,
2023-03-13,18.8302,,11.314,,
2023-03-14,18.6427,,11.3195,,
2023-03-15,18.9972,,11.3245,,
2023-03-16,18.9095,,11.3372,,
2023-03-17,18.8977,,11.3474,,
2023-03-21,18.6755,,11.35,,
2023-03-22,18.5437,,11.355,,
2023-03-23,18.4902,,11.365,,
2023-03-24,18.5178,,11.3749,,
2023-03-27,18.383,,11.3874,,
2023-03-28,18.2523,,11.3986,,
2023-03-29,18.1052,,11.4035,,
2023-03-30,18.0932,,11.4149,,
2023-03-31,18.0415,,11.4274,,
2023-04-01,,128.363,,112.5245,2.12
2023-04-03,18.107,,11.52,,
2023-04-04,18.1185,,11.5195,,
2023-04-05,18.3323,,11.5175,,
2023-04-10,18.1765,,11.5267,,
2023-04-11,18.187,,11.5175,,
2023-04-12,18.066,,11.5175,,
2023-04-13,18.0152,,11.5255,,
2023-04-14,18.0638,,11.5345,,
2023-04-17,18.0868,,11.539,,
2023-04-18,18.063,,11.5353,,
2023-04-19,18.0448,,11.537,,
2023-04-20,18.009,,11.5329,,
2023-04-21,17.9988,,11.5293,,
2023-04-24,18.0082,,11.5253,,
2023-04-25,18.0892,,11.525,,
2023-04-26,18.103,,11.5265,,
2023-04-27,18.0723,,11.5357,,
2023-04-28,17.9975,,11.5445,,
2023-05-01,,128.084,,119.1355,1.24
2023-05-02,18.0325,,11.5499,,
2023-05-03,17.906,,11.549,,
2023-05-04,17.9575,,11.554,,
2023-05-05,17.7863,,11.5669,,
2023-05-08,17.8213,,11.5625,,
2023-05-09,17.7608,,11.562,,
2023-05-10,17.5845,,11.5652,,
2023-05-11,17.6287,,11.5538,,
2023-05-12,17.6142,,11.5523,,
2023-05-15,17.538,,11.5493,,
2023-05-16,17.4672,,11.5384,,
2023-05-17,17.5872,,11.5375,,
2023-05-18,17.7342,,11.525,,
2023-05-19,17.693,,11.526,,
2023-05-22,17.868,,11.5213,,
2023-05-23,17.9687,,11.515,,
2023-05-24,17.8195,,11.5135,,
2023-05-25,17.8252,,11.51,,
2023-05-26,17.6723,,11.5135,,
2023-05-29,17.5605,,11.5017,,
2023-05-30,17.6532,,11.509,,
2023-05-31,17.7418,,11.5057,,
2023-06-01,17.5673,128.214,11.4966,,-0.36
2023-06-02,17.5063,,11.504,,
2023-06-05,17.4732,,11.5033,,
2023-06-06,17.4192,,11.5,,
2023-06-07,17.3608,,11.498,,
2023-06-08,17.4085,,11.5015,,
2023-06-09,17.284,,11.509,,
2023-06-12,17.312,,11.5125,,
2023-06-13,17.2185,,11.5075,,
2023-06-14,17.1247,,11.4975,,
2023-06-15,17.1762,,11.4995,,
2023-06-16,17.0792,,11.498,,
2023-06-19,17.0945,,11.5032,,
2023-06-20,17.2043,,11.4995,,
2023-06-21,17.1547,,11.5067,,
2023-06-22,17.1713,,11.5045,,
2023-06-23,17.1795,,11.5,,
2023-06-26,17.1445,,11.508,,
2023-06-27,17.1013,,11.5005,,
2023-06-28,17.072,,11.4855,,
2023-06-29,17.1187,,11.4962,,
2023-06-30,17.1358,,11.4925,,
2023-07-01,,128.832,,,-0.67
2023-07-03,17.0517,,11.498,,
2023-07-04,17.026,,11.503,,
2023-07-05,17.004,,11.503,,
2023-07-06,17.2825,,11.508,,
2023-07-07,17.1012,,11.5105,,
2023-07-10,17.0605,,11.5002,,
2023-07-11,17.0783,,11.4904,,
2023-07-12,16.8537,,11.495,,
2023-07-13,16.8905,,11.4925,,
2023-07-14,16.7892,,11.49,,
2023-07-17,16.7858,,11.4865,,
2023-07-18,16.748,,11.49,,
2023-07-19,16.7667,,11.4915,,
2023-07-20,16.846,,11.5,,
2023-07-21,16.9393,,11.505,,
2023-07-24,16.8367,,11.5037,,
2023-07-25,16.9075,,11.5084,,
2023-07-26,16.8825,,11.5054,,
2023-07-27,16.7338,,11.5095,,
2023-07-28,16.6895,,11.514,,
2023-07-31,16.7303,,11.5135,,
2023-08-01,16.8533,129.545,11.508,,0.37
2023-08-02,17.0193,,11.5105,,
2023-08-03,17.2892,,11.5053,,
2023-08-04,17.0555,,11.505,,
2023-08-07,17.0608,,11.5025,,
2023-08-08,17.1122,,11.5,,
2023-08-09,17.0767,,11.494,,
2023-08-10,16.9548,,11.5005,,
2023-08-11,17.0045,,11.494,,
2023-08-14,17.0672,,11.4975,,
2023-08-15,17.1388,,11.485,,
2023-08-16,17.0768,,11.485,,
2023-08-17,17.1225,,11.5,,
2023-08-18,17.0477,,11.4925,,
2023-08-21,17.0202,,11.4925,,
2023-08-22,16.9267,,11.4975,,
2023-08-23,16.8077,,11.505,,
2023-08-24,16.809,,11.4975,,
2023-08-25,16.7718,,11.494,,
2023-08-28,16.7432,,11.5062,,
2023-08-29,16.8402,,11.5055,,
2023-08-30,16.7477,,11.5079,,
2023-08-31,16.917,,11.509,,
2023-09-01,17.1113,130.12,11.507,,0.6
2023-09-04,17.175,,11.506,,
2023-09-05,17.3492,,11.5019,,
2023-09-06,17.5805,,11.4972,,
2023-09-07,17.5543,,11.501,,
2023-09-08,17.5767,,11.5,,
2023-09-11,17.3813,,11.5012,,
2023-09-12,17.2553,,11.5055,,
2023-09-13,17.1235,,11.5004,,
2023-09-14,17.1042,,11.505,,
2023-09-15,17.0807,,11.5075,,
2023-09-18,17.1307,,11.506,,
2023-09-19,17.0805,,11.5055,,
2023-09-20,17.024,,11.5075,,
2023-09-21,17.1675,,11.5037,,
2023-09-22,17.1568,,11.5065,,
2023-09-25,17.3733,,11.5055,,
2023-09-26,17.4758,,11.499,,
2023-09-27,17.7287,,11.4995,,
2023-09-28,17.6195,,11.5041,,
2023-09-29,17.4127,,11.4983,,
2023-10-01,,130.609,,,0.56
2023-10-02,17.592,,11.5028,,
2023-10-03,17.9025,,11.5,,
2023-10-04,18.017,,11.4985,,
2023-10-05,18.2407,,11.4983,,
2023-10-06,18.1837,,11.4979,,
2023-10-09,18.3482,,11.4977,,
2023-10-10,17.9917,,11.5,,
2023-10-11,17.842,,11.501,,
2023-10-12,17.9132,,11.502,,
2023-10-13,18.0362,,11.5022,,
2023-10-16,17.9568,,11.5045,,
2023-10-17,17.9097,,11.506,,
2023-10-18,18.244,,11.5065,,
2023-10-19,18.2873,,11.507,,
2023-10-20,18.2343,,11.507,,
2023-10-23,18.1218,,11.507,,
2023-10-24,18.2842,,11.507,,
2023-10-25,18.3122,,11.507,,
2023-10-26,18.2178,,11.5047,,
2023-10-27,18.0752,,11.506,,
2023-10-30,18.064,,11.5065,,
2023-10-31,18.0368,,11.5045,,
2023-11-01,17.9305,131.445,11.5035,,1.43
2023-11-03,17.4117,,11.5055,,
2023-11-06,17.5308,,11.5065,,
2023-11-07,17.5097,,11.507,,
2023-11-08,17.5017,,11.507,,
2023-11-09,17.4888,,11.507,,
2023-11-10,17.748,,11.507,,
2023-11-13,17.6138,,11.507,,
2023-11-14,17.3917,,11.5064,,
2023-11-15,17.3387,,11.5055,,
2023-11-16,17.2708,,11.5051,,
2023-11-17,17.2175,,11.505,,
2023-11-21,17.2102,,11.5037,,
2023-11-22,17.2133,,11.504,,
2023-11-23,17.1787,,11.504,,
2023-11-24,17.1268,,11.504,,
2023-11-27,17.1555,,11.504,,
2023-11-28,17.1357,,11.5032,,
2023-11-29,17.187,,11.504,,
2023-11-30,17.373,,11.5041,,
2023-12-01,17.2143,132.373,11.5033,,3.39
2023-12-04,17.406,,11.504,,
2023-12-05,17.4215,,11.5051,,
2023-12-06,17.2685,,11.5038,,
2023-12-07,17.4197,,11.504,,
2023-12-08,17.3688,,11.504,,
2023-12-11,17.447,,11.506,,
2023-12-13,17.398,,11.5075,,
2023-12-14,17.299,,11.506,,
2023-12-15,17.1908,,11.5043,,
2023-12-18,17.2277,,11.504,,
2023-12-19,17.0652,,11.504,,
2023-12-20,17.0673,,11.5025,,
2023-12-21,17.059,,11.5025,,
2023-12-22,16.9738,,11.5025,,
2023-12-26,16.9727,,11.5037,,
2023-12-27,16.922,,11.505,,
2023-12-28,16.8935,,11.504,,
2023-12-29,16.919,,11.5035,,
2024-01-01,,133.555,,,5.24
2024-01-02,17.0297,,11.5025,,
2024-01-03,17.0492,,11.5022,,
2024-01-04,17.0458,,11.5025,,
2024-01-05,16.8987,,11.5025,,
2024-01-08,16.8133,,11.5025,,
2024-01-09,16.9347,,11.5025,,
2024-01-10,16.9912,,11.5025,,
2024-01-11,16.9898,,11.5025,,
2024-01-12,16.858,,11.5025,,
2024-01-15,16.8983,,11.4975,,
2024-01-16,17.1598,,11.5002,,
2024-01-17,17.2957,,11.4988,,
2024-01-18,17.1995,,11.5006,,
2024-01-19,17.1325,,11.501,,
2024-01-22,17.1125,,11.5017,,
2024-01-23,17.352,,11.4985,,
2024-01-24,17.1673,,11.5002,,
2024-01-25,17.2375,,11.5015,,
2024-01-26,17.1657,,11.4995,,
2024-01-29,17.2333,,11.4985,,
2024-01-30,17.1932,,11.499,,
2024-01-31,17.1633,,11.5,,
2024-02-01,17.1335,133.681,11.5012,,3.67
2024-02-02,17.1447,,11.4993,,
2024-02-06,17.0357,,11.4984,,
2024-02-07,17.0398,,11.498,,
2024-02-08,17.1023,,11.499,,
2024-02-09,17.0855,,11.4982,,
2024-02-12,17.068,,11.4995,,
2024-02-13,17.1982,,11.5007,,
2024-02-14,17.1105,,11.4966,,
2024-02-15,17.068,,11.4983,,
2024-02-16,17.0602,,11.4954,,
2024-02-19,17.05,,11.495,,
2024-02-20,17.0458,,11.495,,
2024-02-21,17.0603,,11.4925,,
2024-02-22,17.121,,11.4962,,
2024-02-23,17.126,,11.4925,,
2024-02-26,17.126,,11.4925,,
2024-02-27,17.0605,,11.4891,,
2024-02-28,17.0962,,11.49,,
2024-02-29,17.0633,,11.4875,,
2024-03-01,17.0217,134.065,11.4937,,4.03
2024-03-04,16.9828,,11.485,,
2024-03-05,16.9257,,11.4775,,
2024-03-06,16.8728,,11.485,,
2024-03-07,16.877,,11.485,,
2024-03-08,16.7985,,11.4859,,
2024-03-11,16.8083,,11.4825,,
2024-03-12,16.8272,,11.4724,,
2024-03-13,16.7127,,11.4748,,
2024-03-14,16.692,,11.47,,
2024-03-15,16.71,,11.475,,
2024-03-19,16.8523,,11.4775,,
2024-03-20,16.759,,11.4775,,
2024-03-21,16.762,,11.48,,
2024-03-22,16.7367,,11.4799,,
2024-03-25,16.7032,,11.245,,
2024-03-26,16.678,,11.247,,
2024-03-27,16.5323,,11.2475,,
2024-04-01,16.6578,134.336,11.2485,,5.54
2024-04-02,16.5673,,11.249,,
2024-04-03,16.5415,,11.2475,,
2024-04-04,16.5173,,11.2475,,
2024-04-05,16.4758,,11.2485,,
2024-04-08,16.3357,,11.2485,,
2024-04-09,16.3932,,11.249,,
2024-04-10,16.4883,,11.2492,,
2024-04-11,16.4583,,11.249,,
2024-04-12,16.6693,,11.2502,,
2024-04-15,16.6815,,11.2488,,
2024-04-16,17.0252,,11.2407,,
2024-04-17,16.9948,,11.2445,,
2024-04-18,17.1145,,11.245,,
2024-04-19,17.212,,11.2465,,
2024-04-22,17.1243,,11.245,,
2024-04-23,16.9995,,11.245,,
2024-04-24,17.1098,,11.245,,
2024-04-25,17.1883,,11.245,,
2024-04-26,17.1552,,11.245,,
2024-04-29,17.0243,,11.245,,
2024-04-30,17.0958,,11.245,,
2024-05-01,,134.087,,,6.19
2024-05-02,16.9393,,11.24,,
2024-05-03,17.0042,,11.24,,
2024-05-06,16.8947,,11.2366,,
2024-05-07,16.9083,,11.24,,
2024-05-08,16.9087,,11.24,,
2024-05-09,16.866,,11.24,,
2024-05-10,16.769,,11.24,,
2024-05-13,16.8072,,11.24,,
2024-05-14,16.846,,11.24,,
2024-05-15,16.6782,,11.24,,
2024-05-16,16.6893,,11.2399,,
2024-05-17,16.6217,,11.235,,
2024-05-20,16.5668,,11.2399,,
2024-05-21,16.6138,,11.235,,
2024-05-22,16.6405,,11.235,,
2024-05-23,16.6945,,11.235,,
2024-05-24,16.7023,,11.2415,,
2024-05-27,16.6568,,11.235,,
2024-05-28,16.7457,,11.2425,,
2024-05-29,16.95,,11.245,,
2024-05-30,16.9377,,11.2465,,
2024-05-31,17.0177,,11.245,,
2024-06-01,,134.594,,,7.67
2024-06-03,17.6338,,11.2465,,
2024-06-04,17.8607,,11.245,,
2024-06-05,17.5592,,11.245,,
2024-06-06,17.5335,,11.245,,
2024-06-07,18.2622,,11.245,,
2024-06-10,18.3848,,11.247,,
2024-06-11,18.4457,,11.245,,
2024-06-12,18.7832,,11.245,,
2024-06-13,18.5385,,11.245,,
2024-06-14,18.4512,,11.245,,
2024-06-17,18.5248,,11.2475,,
2024-06-18,18.4128,,11.245,,
2024-06-19,18.423,,11.243,,
2024-06-20,18.4027,,11.245,,
2024-06-21,18.1848,,11.245,,
2024-06-24,17.9627,,11.245,,
2024-06-25,18.1372,,11.245,,
2024-06-26,18.2215,,11.245,,
2024-06-27,18.3773,,11.2449,,
2024-06-28,18.2478,,11.24,,
2024-07-01,18.3897,136.003,11.2445,,10.36
2024-07-02,18.2485,,11.2472,,
2024-07-03,18.1355,,11.245,,
2024-07-04,18.0958,,11.245,,
2024-07-05,18.0977,,11.245,,
2024-07-08,18.0095,,11.2465,,
2024-07-09,17.9428,,11.2475,,
2024-07-10,17.8288,,11.245,,
2024-07-11,17.8192,,11.2465,,
2024-07-12,17.6502,,11.245,,
2024-07-15,17.7837,,11.247,,
2024-07-16,17.6795,,11.245,,
2024-07-17,17.7438,,11.245,,
2024-07-18,17.8907,,11.245,,
2024-07-19,17.997,,11.2449,,
2024-07-22,17.9107,,11.245,,
2024-07-23,18.0987,,11.245,,
2024-07-24,18.3458,,11.2465,,
2024-07-25,18.385,,11.2475,,
2024-07-26,18.4475,,11.245,,
2024-07-29,18.6818,,11.245,,
2024-07-30,18.79,,11.2449,,
2024-07-31,18.597,,11.245,,
2024-08-01,18.706,136.013,11.245,,8.03
2024-08-02,19.0442,,11.2475,,
2024-08-05,19.3905,,11.245,,
2024-08-06,19.33,,11.245,,
2024-08-07,19.189,,11.2325,,
2024-08-08,19.09,,11.248,,
2024-08-09,18.8368,,11.2475,,
2024-08-12,19.032,,11.025,,
2024-08-13,19.0387,,11.0025,,
2024-08-14,18.8478,,11.0012,,
2024-08-15,18.6513,,11.0028,,
2024-08-16,18.6228,,11.0032,,
2024-08-19,18.7357,,11.0016,,
2024-08-20,18.9448,,11.0064,,
2024-08-21,19.2535,,11.0077,,
2024-08-22,19.4235,,11.0038,,
2024-08-23,19.0708,,11.0028,,
2024-08-26,19.382,,11.0014,,
2024-08-27,19.6692,,11.0007,,
2024-08-28,19.6037,,10.9994,,
2024-08-29,19.8168,,10.9985,,
2024-08-30,19.6535,,10.998,,
2024-09-01,,136.08,,,6.5
2024-09-02,19.798,,10.9977,,
2024-09-03,19.8335,,10.9976,,
2024-09-04,19.846,,10.985,,
2024-09-05,20.0028,,10.98,,
2024-09-06,20.0172,,10.975,,
2024-09-09,19.8798,,10.9725,,
2024-09-10,20.0583,,10.9638,,
2024-09-11,19.839,,10.9675,,
2024-09-12,19.5887,,10.965,,
2024-09-13,19.2483,,10.965,,
2024-09-17,19.267,,10.9725,,
2024-09-18,19.3033,,10.9606,,
2024-09-19,19.2773,,10.9525,,
2024-09-20,19.3725,,10.945,,
2024-09-23,19.415,,10.95,,
2024-09-24,19.3562,,10.9364,,
2024-09-25,19.587,,10.935,,
2024-09-26,19.629,,10.9199,,
2024-09-27,19.6697,,10.92,,
2024-09-30,19.644,,10.74,,
2024-10-01,,136.828,,,7.68
2024-10-02,19.3885,,10.74,,
2024-10-03,19.4678,,10.7399,,
2024-10-04,19.2127,,10.7437,,
2024-10-07,19.3388,,10.7399,,
2024-10-08,19.3532,,10.7399,,
2024-10-09,19.4175,,10.7437,,
2024-10-10,19.5113,,10.74,,
2024-10-11,19.3983,,10.7399,,
2024-10-14,19.342,,10.7435,,
2024-10-15,19.62,,10.74,,
2024-10-16,19.8925,,10.7434,,
2024-10-17,19.9313,,10.7399,,
2024-10-18,19.8325,,10.74,,
2024-10-21,20.0075,,10.74,,
2024-10-22,19.8985,,10.735,,
2024-10-23,19.9338,,10.74,,
2024-10-24,19.8385,,10.7252,,
2024-10-25,19.9303,,10.73,,
2024-10-28,20.0007,,10.7157,,
2024-10-29,20.0208,,10.72,,
2024-10-30,20.1617,,10.721,,
2024-10-31,20.0378,,10.7205,,
2024-11-01,20.0908,137.424,10.7078,,7.6
2024-11-04,20.0367,,10.72,,
2024-11-05,20.2695,,10.72,,
2024-11-06,20.3093,,10.7058,,
2024-11-07,19.8277,,10.7,,
2024-11-08,20.1332,,10.6975,,
2024-11-11,20.4502,,10.6958,,
2024-11-12,20.5693,,10.6983,,
2024-11-13,20.6025,,10.695,,
2024-11-14,20.494,,10.6825,,
2024-11-15,20.3887,,10.6945,,
2024-11-19,20.1848,,10.49,,
2024-11-20,20.2903,,10.493,,
2024-11-21,20.3775,,10.4945,,
2024-11-22,20.4872,,10.495,,
2024-11-25,20.2993,,10.4954,,
2024-11-26,20.7185,,10.4833,,
2024-11-27,20.6418,,10.485,,
2024-11-28,20.4173,,10.485,,
2024-11-29,20.3212,,10.4763,,
2024-12-01,,137.949,,,5.95
2024-12-02,20.4357,,10.475,,
2024-12-03,20.3233,,10.47,,
2024-12-04,20.283,,10.4663,,
2024-12-05,20.1963,,10.4563,,
2024-12-06,20.2275,,10.45,,
2024-12-09,20.1547,,10.4425,,
2024-12-10,20.2485,,10.4388,,
2024-12-11,20.1647,,10.436,,
2024-12-13,20.142,,10.4333,,
2024-12-16,20.1448,,10.4375,,
2024-12-17,20.2363,,10.425,,
2024-12-18,20.1395,,10.4188,,
2024-12-19,20.4402,,10.415,,
2024-12-20,20.1035,,10.425,,
2024-12-23,20.1948,,10.2244,,
2024-12-24,20.1558,,10.2344,,
2024-12-26,20.1657,,10.237,,
2024-12-27,20.2683,,10.2422,,
2024-12-30,20.5103,,10.2429,,
2024-12-31,20.7862,,10.244,,
2025-01-01,,138.343,,,3.34
2025-01-02,20.6917,,10.245,,
2025-01-03,20.6708,,10.4791,,
2025-01-06,20.3195,,10.328,,
2025-01-07,20.344,,10.2776,,
2025-01-08,20.3823,,10.2776,,
2025-01-09,20.4742,,10.2675,,
2025-01-10,20.7045,,10.2574,,
2025-01-13,20.8012,,10.2474,,
2025-01-14,20.482,,10.2373,,
2025-01-15,20.4875,,10.2474,,
2025-01-16,20.7732,,10.2675,,
2025-01-17,20.718,,10.2675,,
2025-01-20,20.543,,10.2675,,
2025-01-21,20.6358,,10.2675,,
2025-01-22,20.5397,,10.2776,,
2025-01-23,20.3943,,10.2877,,
2025-01-24,20.2255,,10.2776,,
2025-01-27,20.7002,,10.2977,,
2025-01-28,20.5668,,10.2877,,
2025-01-29,20.5677,,10.2776,,
2025-01-30,20.4497,,10.2977,,
2025-01-31,20.6068,,10.2776,,
2025-02-01,,138.726,,,4.08
2025-02-04,20.4268,,10.2776,,
2025-02-05,20.6363,,10.3078,,
2025-02-06,20.5125,,10.2977,,
2025-02-07,20.5512,,10.328,,
2025-02-10,20.6693,,9.7739,,
2025-02-11,20.568,,9.7638,,
2025-02-12,20.4917,,9.7739,,
2025-02-13,20.4978,,9.7739,,
2025-02-14,20.3082,,9.7739,,
2025-02-17,20.283,,9.7638,,
2025-02-18,20.2617,,9.7638,,
2025-02-19,20.4208,,9.7739,,
2025-02-20,20.3733,,9.7638,,
2025-02-21,20.3448,,9.7638,,
2025-02-24,20.464,,9.7538,,
2025-02-25,20.4683,,9.784,,
2025-02-26,20.4277,,9.7538,,
2025-02-27,20.4722,,9.7538,,
2025-02-28,20.508,,9.7538,,
2025-03-01,,139.161,,,4.16
2025-03-03,20.4333,,9.7538,,
2025-03-04,20.8518,,9.7941,,
2025-03-05,20.3893,,9.7638,,
2025-03-06,20.2777,,9.7739,,
2025-03-07,20.283,,9.7739,,
2025-03-10,20.2922,,9.7236,,
2025-03-11,20.3388,,9.7236,,
2025-03-12,20.1828,,9.7437,,
2025-03-13,20.0848,,9.7538,,
2025-03-14,19.8693,,9.7739,,
2025-03-18,19.9845,,9.7739,,
2025-03-19,20.0553,,9.7739,,
2025-03-20,20.1345,,9.7638,,
2025-03-21,20.2163,,9.7739,,
2025-03-24,20.1123,,9.7739,,
2025-03-25,20.0762,,9.7739,,
2025-03-26,20.0963,,9.7739,,
2025-03-27,20.3182,,9.7739,,
2025-03-28,20.4003,,9.7638,,
2025-03-31,20.438,,9.2604,,
2025-04-01,20.3587,139.62,9.2704,,3.76
2025-04-02,20.4568,,9.3208,,
2025-04-03,19.9708,,9.3208,,
2025-04-04,20.501,,9.2704,,
2025-04-07,20.6947,,9.2604,,
2025-04-08,20.6867,,9.2503,,
2025-04-09,20.7653,,9.2604,,
2025-04-10,20.492,,9.2604,,
2025-04-11,20.3363,,9.2604,,
2025-04-14,20.1025,,9.2704,,
2025-04-15,20.0213,,9.2704,,
2025-04-16,19.9737,,9.2704,,
2025-04-21,19.6718,,9.2704,,
2025-04-22,19.5688,,9.2704,,
2025-04-23,19.6278,,9.2704,,
2025-04-24,19.5825,,9.2906,,
2025-04-25,19.5478,,9.2906,,
2025-04-28,19.5723,,9.2805,,
2025-04-29,19.5868,,9.3006,,
2025-04-30,19.6095,,9.3006,,
2025-05-01,,140.012,,,5.34
2025-05-02,19.657,,9.3409,,
2025-05-05,19.6365,,9.351,,
2025-05-06,19.6785,,9.2805,,
2025-05-07,19.588,,9.2906,,
2025-05-08,19.5642,,9.3006,,
2025-05-09,19.4912,,9.2805,,
2025-05-12,19.6162,,9.2805,,
2025-05-13,19.4373,,9.2805,,
2025-05-14,19.363,,9.2805,,
2025-05-15,19.478,,9.2805,,
2025-05-16,19.5147,,9.2704,,
2025-05-19,19.3723,,8.7671,,
2025-05-20,19.2648,,8.7772,,
2025-05-21,19.3198,,8.7772,,
2025-05-22,19.3227,,8.7772,,
2025-05-23,19.2748,,8.7772,,
2025-05-26,19.2188,,8.7973,,
2025-05-27,19.2338,,8.7973,,
2025-05-28,19.4,,8.7873,,
2025-05-29,19.328,,8.7873,,
2025-05-30,19.3858,,8.7671,,
2025-06-01,,140.405,,,4.33
2025-06-02,19.2338,,8.7772,,
2025-06-03,19.2638,,8.8175,,
2025-06-04,19.1932,,8.7772,,
2025-06-05,19.17,,8.7571,,
2025-06-06,19.1317,,8.747,,
2025-06-09,19.0595,,8.737,,
2025-06-10,19.0518,,8.7168,,
2025-06-11,18.879,,8.737,,
2025-06-12,18.9068,,8.737,,
2025-06-13,18.9302,,8.737,,
2025-06-16,18.9083,,8.737,,
2025-06-17,18.9872,,8.747,,
2025-06-18,19.0047,,8.7571,,
2025-06-19,19.0898,,8.7671,,
2025-06-20,19.1458,,8.7571,,
2025-06-23,19.1527,,8.7671,,
2025-06-24,19.0267,,8.7671,,
2025-06-25,18.9203,,8.7873,,
2025-06-26,18.8928,,8.7671,,
2025-06-27,18.8483,,8.7772,,
2025-06-30,18.8332,,8.2842,,
2025-07-01,18.765,140.78,8.3043,,1.14
2025-07-02,18.754,,8.4049,,
2025-07-03,18.6652,,8.2942,,
2025-07-04,18.6327,,8.264,,
2025-07-07,18.6698,,8.2238,,
2025-07-08,18.714,,8.2439,,
2025-07-09,18.5733,,8.2439,,
2025-07-10,18.6267,,8.2439,,
2025-07-11,18.6595,,8.2439,,
2025-07-14,18.751,,8.2439,,
2025-07-15,18.8397,,8.2339,,
2025-07-16,18.7178,,8.2439,,
2025-07-17,18.7685,,8.2439,,
2025-07-18,18.72,,8.2339,,
2025-07-21,18.6455,,8.2339,,
2025-07-22,18.6212,,8.2339,,
2025-07-23,18.5735,,8.254,,
2025-07-24,18.5538,,8.2741,,
2025-07-25,18.557,,8.254,,
2025-07-28,18.7267,,8.264,,
2025-07-29,18.7642,,8.2339,,
2025-07-30,18.796,,8.2339,,
2025-07-31,18.7963,,8.2339,,
