serie_id,fecha,valor,fecha_descarga
SP1,2022-04-01,120.809,2025-09-28 17:48:54.184057
SP1,2022-05-01,121.022,2025-09-28 17:48:54.184057
SP1,2022-06-01,122.044,2025-09-28 17:48:54.184057
SP1,2022-07-01,122.948,2025-09-28 17:48:54.184057
SP1,2022-08-01,123.803,2025-09-28 17:48:54.184057
SP1,2022-09-01,124.571,2025-09-28 17:48:54.184057
SP1,2022-10-01,125.276,2025-09-28 17:48:54.184057
SP1,2022-11-01,125.997,2025-09-28 17:48:54.184057
SP1,2022-12-01,126.478,2025-09-28 17:48:54.184057
SP1,2023-01-01,127.336,2025-09-28 17:48:54.184057
SP1,2023-02-01,128.046,2025-09-28 17:48:54.184057
SP1,2023-03-01,128.389,2025-09-28 17:48:54.184057
SP1,2023-04-01,128.363,2025-09-28 17:48:54.184057
SP1,2023-05-01,128.084,2025-09-28 17:48:54.184057
SP1,2023-06-01,128.214,2025-09-28 17:48:54.184057
SP1,2023-07-01,128.832,2025-09-28 17:48:54.184057
SP1,2023-08-01,129.545,2025-09-28 17:48:54.184057
SP1,2023-09-01,130.12,2025-09-28 17:48:54.184057
SP1,2023-10-01,130.609,2025-09-28 17:48:54.184057
SP1,2023-11-01,131.445,2025-09-28 17:48:54.184057
SP1,2023-12-01,132.373,2025-09-28 17:48:54.184057
SP1,2024-01-01,133.555,2025-09-28 17:48:54.184057
SP1,2024-02-01,133.681,2025-09-28 17:48:54.184057
SP1,2024-03-01,134.065,2025-09-28 17:48:54.184057
SP1,2024-04-01,134.336,2025-09-28 17:48:54.184057
SP1,2024-05-01,134.087,2025-09-28 17:48:54.184057
SP1,2024-06-01,134.594,2025-09-28 17:48:54.184057
SP1,2024-07-01,136.003,2025-09-28 17:48:54.184057
SP1,2024-08-01,136.013,2025-09-28 17:48:54.184057
SP1,2024-09-01,136.08,2025-09-28 17:48:54.184057
SP1,2024-10-01,136.828,2025-09-28 17:48:54.184057
SP1,2024-11-01,137.424,2025-09-28 17:48:54.184057
SP1,2024-12-01,137.949,2025-09-28 17:48:54.184057
SP1,2025-01-01,138.343,2025-09-28 17:48:54.184057
SP1,2025-02-01,138.726,2025-09-28 17:48:54.184057
SP1,2025-03-01,139.161,2025-09-28 17:48:54.184057
SP1,2025-04-01,139.62,2025-09-28 17:48:54.184057
SP1,2025-05-01,140.012,2025-09-28 17:48:54.184057
SP1,2025-06-01,140.405,2025-09-28 17:48:54.184057
SP1,2025-07-01,140.78,2025-09-28 17:48:54.184057
SP1,2025-08-01,140.867,2025-09-28 17:48:54.184057
