Tipo,Año,Mes,Índice (MXN/GJ),Índice (USD/MBtu),Tipo de cambio,Número de Comercializadores,Transacciones reportadas,Transacciones atípicas,Volumen comercializado total (GJ),fecha_procesamiento
Región IV,2024,Julio,24.7706,1.4456,18.0786,16,56,3,21609713.1,2025-09-28 18:09:10.244878
Región IV,2025,Julio,37.4823,2.1154,18.6948,14,49,1,22224164.5,2025-09-28 18:09:10.244878
Región IV,2018,Agosto,79.1806,4.4415,18.8089,-,23,2,16850710.9,2025-09-28 18:09:10.244878
Región IV,2019,Agosto,64.6413,3.4815,19.5896,-,27,8,16325165.3,2025-09-28 18:09:10.244878
Región IV,2020,Agosto,71.3313,3.3844,22.237,-,39,5,14151148.7,2025-09-28 18:09:10.244878
Región IV,2021,Agosto,91.9033,4.8354,4.0741,-,37,4,18030519.3,2025-09-28 18:09:10.244878
Región IV,2022,Agosto,163.9571,8.5883,20.142,13,47,2,18208504.1,2025-09-28 18:09:10.244878
Región IV,2023,Agosto,45.01,2.799,16.966,12,45,1,18564790.7,2025-09-28 18:09:10.244878
Región IV,2024,Agosto,19.5067,1.08,19.0568,14,36,1,16502546.7,2025-09-28 18:09:10.244878
Región IV,2025,Agosto,30.3646,1.7113,18.7204,16,52,2,25828440.7,2025-09-28 18:09:10.244878
Región IV,2018,Septiembre,86.3433,4.781,19.0539,-,23,2,20327688.7,2025-09-28 18:09:10.244878
Región IV,2019,Septiembre,67.519,3.63,19.6242,-,27,5,15334662.9,2025-09-28 18:09:10.244878
Región IV,2020,Septiembre,79.9315,3.8962,21.645,-,38,6,15169373.2,2025-09-28 18:09:10.244878
Región IV,2021,Septiembre,98.8074,5.2104,20.0078,-,37,3,15998962.2,2025-09-28 18:09:10.244878
Región IV,2022,Septiembre,158.7825,8.3458,20.073,16,55,2,14753122.7,2025-09-28 18:09:10.244878
Región IV,2023,Septiembre,45.3286,2.7736,17.2426,44,3,15,18870495.0,2025-09-28 18:09:10.244878
Región IV,2024,Septiembre,18.991,1.0202,19.6395,17,52,1,20060665.6,2025-09-28 18:09:10.244878
Región IV,2018,Octubre,105.7576,5.853,19.0638,-,27,1,10837034.5,2025-09-28 18:09:10.244878
Región IV,2019,Octubre,68.5135,3.7318,19.3701,-,28,6,16533616.1,2025-09-28 18:09:10.244878
Región IV,2020,Octubre,79.2717,3.9163,21.3558,-,29,6,16532814.1,2025-09-28 18:09:10.244878
Región IV,2021,Octubre,113.5791,5.8534,20.4723,-,38,2,15909857.4,2025-09-28 18:09:10.244878
Región IV,2022,Octubre,103.9006,5.4771,20.0146,16,55,3,16646674.2,2025-09-28 18:09:10.244878
Región IV,2023,Octubre,42.7224,2.4995,18.0338,17,64,3,20382445.3,2025-09-28 18:09:10.244878
Región IV,2024,Octubre,23.0825,1.2384,19.6659,14,43,1,21919544.2,2025-09-28 18:09:10.244878
Región IV,2018,Noviembre,98.1046,5.1114,20.25,-,27,2,11260124.1,2025-09-28 18:09:10.244878
Región IV,2019,Noviembre,80.8022,4.4187,19.2931,-,22,4,13213059.8,2025-09-28 18:09:10.244878
Región IV,2020,Noviembre,89.0517,4.5812,20.5088,-,38,5,13198461.9,2025-09-28 18:09:10.244878
Región IV,2021,Noviembre,120.2815,6.1058,20.7843,-,41,3,16374424.0,2025-09-28 18:09:10.244878
Región IV,2022,Noviembre,96.4642,5.2201,19.497,15,47,4,16678867.0,2025-09-28 18:09:10.244878
Región IV,2023,Noviembre,40.079,2.4227,17.4537,14,65,3,19581449.5,2025-09-28 18:09:10.244878
Región IV,2024,Noviembre,36.1147,1.8753,20.3185,18,80,2,20490640.1,2025-09-28 18:09:10.244878
Región IV,2018,Diciembre,115.7307,6.0514,20.1775,0,26,2,11540619.3,2025-09-28 18:09:10.244878
Región IV,2019,Diciembre,71.7251,3.946,19.1776,-,25,5,14552914.6,2025-09-28 18:09:10.244878
Región IV,2020,Diciembre,77.5554,4.0949,19.9821,-,39,6,15032684.4,2025-09-28 18:09:10.244878
Región IV,2021,Diciembre,68.9467,3.466,20.9873,16,41,1,15282097.7,2025-09-28 18:09:10.244878
Región IV,2022,Diciembre,102.7367,5.5352,19.5825,14,55,2,11108826.0,2025-09-28 18:09:10.244878
Región IV,2023,Diciembre,47.7211,2.9229,17.2253,17,85,4,19010987.8,2025-09-28 18:09:10.244878
Región IV,2024,Diciembre,79.5659,4.1479,20.2382,14,47,3,16556536.4,2025-09-28 18:09:10.244878
Región V,2019,Enero,90.7258,4.9815,19.2154,0,114,4,62013025.5,2025-09-28 18:09:10.244878
Región V,2020,Enero,63.2672,3.5494,18.806,-,124,12,53954998.1,2025-09-28 18:09:10.244878
Región V,2021,Enero,72.6942,3.8563,19.8889,-,92,14,44196676.4,2025-09-28 18:09:10.244878
Región V,2022,Enero,95.9827,4.9463,20.4734,15,116,7,47050574.0,2025-09-28 18:09:10.244878
Región V,2023,Enero,71.6128,3.9675,19.0436,20,195,6,68991365.3,2025-09-28 18:09:10.244878
Región V,2024,Enero,60.4095,3.7354,17.0626,17,156,9,71353037.2,2025-09-28 18:09:10.244878
Región V,2025,Enero,86.8695,4.4578,20.5599,21,168,7,72428411.6,2025-09-28 18:09:10.244878
Región V,2018,Febrero,89.031,5.0425,18.6282,-,68,5,59154530.7,2025-09-28 18:09:10.244878
Región V,2019,Febrero,75.2313,4.1361,19.1902,-,116,4,47725153.9,2025-09-28 18:09:10.244878
Región V,2020,Febrero,61.8598,3.4778,18.7664,-,133,15,49347671.9,2025-09-28 18:09:10.244878
Región V,2021,Febrero,285.4403,14.8782,20.2415,-,90,9,36643135.0,2025-09-28 18:09:10.244878
Región V,2022,Febrero,108.1737,5.5721,20.4823,18,139,4,54727240.3,2025-09-28 18:09:10.244878
Región V,2023,Febrero,53.0454,3.0022,18.6418,19,183,5,63901743.8,2025-09-28 18:09:10.244878
Región V,2024,Febrero,52.2106,3.2214,17.0996,16,227,8,64539515.0,2025-09-28 18:09:10.244878
Región V,2025,Febrero,79.0686,4.0771,20.4612,22,178,7,70055712.8,2025-09-28 18:09:10.244878
Región V,2018,Marzo,78.9646,4.459,18.6839,-,78,1,63383683.1,2025-09-28 18:09:10.244878
Región V,2019,Marzo,69.5079,3.8128,19.2339,-,127,4,52106596.5,2025-09-28 18:09:10.244878
Región V,2020,Marzo,64.5117,3.0982,21.969,-,148,34,55114895.6,2025-09-28 18:09:10.244878
Región V,2021,Marzo,76.143,3.8642,20.7895,-,141,11,58324192.7,2025-09-28 18:09:10.244878
Región V,2022,Marzo,95.9383,4.9122,20.6061,16,134,6,59655317.8,2025-09-28 18:09:10.244878
Región V,2023,Marzo,50.5088,2.8957,18.403,17,176,4,68018131.2,2025-09-28 18:09:10.244878
Región V,2024,Marzo,36.067,2.2591,16.8445,19,164,9,70589088.26,2025-09-28 18:09:10.244878
Región V,2025,Marzo,67.6987,3.5274,20.2488,21,216,6,111408777.3,2025-09-28 18:09:10.244878
Región V,2018,Abril,80.2355,4.6142,18.3464,-,81,4,60733506.1,2025-09-28 18:09:10.244878
Región V,2019,Abril,66.8397,3.7071,19.0231,-,99,4,43715038.2,2025-09-28 18:09:10.244878
Región V,2020,Abril,65.2212,2.8367,24.2579,-,134,20,46883059.4,2025-09-28 18:09:10.244878
Región V,2021,Abril,71.7677,3.7759,20.0534,-,128,17,53228048.9,2025-09-28 18:09:10.244878
Región V,2022,Abril,115.0243,6.0535,20.0475,19,176,5,63309099.2,2025-09-28 18:09:10.244878
Región V,2023,Abril,45.2071,2.6367,18.0891,16,189,6,78206268.6,2025-09-28 18:09:10.244878
Región V,2024,Abril,35.2571,2.2183,16.7691,19,161,5,69489283.5,2025-09-28 18:09:10.244878
Región V,2025,Abril,76.5122,4.0085,20.1385,19,152,7,66835855.9,2025-09-28 18:09:10.244878
Región V,2018,Mayo,82.5458,4.4686,19.4894,-,74,3,64955228.6,2025-09-28 18:09:10.244878
Región V,2019,Mayo,66.3844,3.6692,19.0883,-,113,3,43902960.7,2025-09-28 18:09:10.244878
Región V,2020,Mayo,67.5262,3.0188,23.6004,-,117,13,34981946.3,2025-09-28 18:09:10.244878
Región V,2021,Mayo,78.7905,4.16,19.9829,-,168,22,63120412.4,2025-09-28 18:09:10.244878
Región V,2022,Mayo,144.4546,7.5787,20.1101,17,160,10,66106309.0,2025-09-28 18:09:10.244878
Región V,2023,Mayo,57.1298,3.3924,17.768,18,190,7,32023644.5,2025-09-28 18:09:10.244878
Región V,2024,Mayo,40.9366,2.5707,16.8011,21,176,6,77178496.7,2025-09-28 18:09:10.244878
Región V,2025,Mayo,65.77,3.5661,19.4585,20,153,6,70154897.9,2025-09-28 18:09:10.244878
Región V,2018,Junio,83.2018,4.322,20.3105,-,77,3,67328973.1,2025-09-28 18:09:10.244878
Región V,2019,Junio,63.6691,3.4821,19.2912,-,91,3,36373003.6,2025-09-28 18:09:10.244878
Región V,2020,Junio,67.1933,3.1912,22.2153,-,122,16,44665410.9,2025-09-28 18:09:10.244878
Región V,2021,Junio,72.1971,3.8017,20.0366,-,141,4,60472209.6,2025-09-28 18:09:10.244878
Región V,2022,Junio,147.61,7.8,19.9743,17,164,5,63147225.0,2025-09-28 18:09:10.244878
Región V,2023,Junio,60.4252,3.6866,17.293,16,132,4,24327114.62,2025-09-28 18:09:10.244878
Región V,2024,Junio,56.2138,3.2797,18.0839,19,167,7,67656389.8,2025-09-28 18:09:10.244878
Región V,2025,Junio,68.6811,3.798,19.0791,23,170,9,76463943.1,2025-09-28 18:09:10.244878
Región V,2018,Julio,80.231,4.4279,19.1171,-,91,4,82973147.0,2025-09-28 18:09:10.244878
Región V,2019,Julio,56.2118,3.1105,19.0669,-,153,2,59701527.0,2025-09-28 18:09:10.244878
Región V,2020,Julio,60.8064,2.8534,22.4836,-,133,17,47701224.6,2025-09-28 18:09:10.244878
Región V,2021,Julio,79.4068,4.1949,19.9715,-,146,5,43386844.9,2025-09-28 18:09:10.244878
Región V,2022,Julio,129.1235,6.6373,20.5254,14,141,4,63173419.8,2025-09-28 18:09:10.244878
Región V,2023,Julio,66.5959,4.1466,16.9447,18,123,4,24807597.3,2025-09-28 18:09:10.244878
Región V,2024,Julio,54.8356,3.2002,18.0786,22,176,7,74772238.8,2025-09-28 18:09:10.244878
Región V,2025,Julio,67.3404,3.8004,18.6948,20,165,7,69789230.3,2025-09-28 18:09:10.244878
Región V,2018,Agosto,73.5293,4.1245,18.8089,-,89,4,74756985.3,2025-09-28 18:09:10.244878
Región V,2019,Agosto,68.2554,3.6761,19.5896,-,140,28,58413850.5,2025-09-28 18:09:10.244878
Región V,2020,Agosto,69.0079,3.2742,22.237,-,133,19,50803159.9,2025-09-28 18:09:10.244878
Región V,2021,Agosto,74.8958,3.9406,4.0741,-,157,3,64809631.9,2025-09-28 18:09:10.244878
Región V,2022,Agosto,157.0294,8.2254,20.142,16,167,5,62603627.6,2025-09-28 18:09:10.244878
Región V,2023,Agosto,53.5197,3.3282,16.966,17,146,6,68984127.5,2025-09-28 18:09:10.244878
Región V,2024,Agosto,44.6627,2.4727,19.0568,19,143,6,73335766.5,2025-09-28 18:09:10.244878
Región V,2025,Agosto,61.1371,3.4456,18.7204,22,178,8,74996352.5,2025-09-28 18:09:10.244878
Región V,2018,Septiembre,74.4972,4.1251,19.0539,-,92,5,69118715.8,2025-09-28 18:09:10.244878
Región V,2019,Septiembre,67.0097,3.6027,19.6242,-,134,15,63246878.9,2025-09-28 18:09:10.244878
Región V,2020,Septiembre,74.7075,3.6415,21.645,-,134,13,50923858.1,2025-09-28 18:09:10.244878
Región V,2021,Septiembre,77.3338,4.078,20.0078,-,163,4,64563878.8,2025-09-28 18:09:10.244878
Región V,2022,Septiembre,147.6078,7.7584,20.073,17,209,6,65531708.5,2025-09-28 18:09:10.244878
Región V,2023,Septiembre,53.7207,3.2871,17.2426,179,6,19,74878632.6,2025-09-28 18:09:10.244878
Región V,2024,Septiembre,49.695,2.6697,19.6395,23,188,7,73399887.8,2025-09-28 18:09:10.244878
Región V,2018,Octubre,77.4502,4.2864,19.0638,-,112,5,55430446.9,2025-09-28 18:09:10.244878
Región V,2019,Octubre,63.2833,3.4469,19.3701,-,126,13,59275500.5,2025-09-28 18:09:10.244878
Región V,2020,Octubre,70.943,3.5049,21.3558,-,117,16,51668997.2,2025-09-28 18:09:10.244878
Región V,2021,Octubre,93.2979,4.8082,20.4723,-,146,4,67790180.7,2025-09-28 18:09:10.244878
Región V,2022,Octubre,104.9022,5.5299,20.0146,19,196,10,66927806.4,2025-09-28 18:09:10.244878
Región V,2023,Octubre,59.3743,3.4737,18.0338,21,200,6,72184018.5,2025-09-28 18:09:10.244878
Región V,2024,Octubre,56.0073,3.0047,19.6659,20,163,6,68264710.9,2025-09-28 18:09:10.244878
Región V,2018,Noviembre,86.0028,4.4809,20.25,-,117,6,59109900.2,2025-09-28 18:09:10.244878
Región V,2019,Noviembre,67.4277,3.6873,19.2931,-,112,12,55774728.0,2025-09-28 18:09:10.244878
Región V,2020,Noviembre,76.6593,3.9437,20.5088,-,145,17,51483736.4,2025-09-28 18:09:10.244878
Región V,2021,Noviembre,118.5505,6.0179,20.7843,-,137,5,58063522.1,2025-09-28 18:09:10.244878
Región V,2022,Noviembre,90.1471,4.8782,19.497,19,175,6,65080993.4,2025-09-28 18:09:10.244878
Región V,2023,Noviembre,56.4322,3.4113,17.4537,19,216,8,65930821.3,2025-09-28 18:09:10.244878
Región V,2024,Noviembre,56.6643,2.9424,20.3185,25,278,12,79894927.8,2025-09-28 18:09:10.244878
Región V,2018,Diciembre,100.48,5.254,20.1775,0,120,4,49373058.0,2025-09-28 18:09:10.244878
Región V,2019,Diciembre,65.8826,3.6245,19.1776,-,111,13,47287143.1,2025-09-28 18:09:10.244878
Región V,2020,Diciembre,75.4325,3.9829,19.9821,-,147,19,52165692.8,2025-09-28 18:09:10.244878
Región V,2021,Diciembre,99.6188,5.008,20.9873,16,131,4,52098223.6,2025-09-28 18:09:10.244878
Región V,2022,Diciembre,102.9023,5.5441,19.5825,17,182,6,61380482.9,2025-09-28 18:09:10.244878
Región V,2023,Diciembre,55.8569,3.4213,17.2253,23,243,9,71072872.2,2025-09-28 18:09:10.244878
Región V,2024,Diciembre,74.0974,3.8629,20.2382,19,167,7,66864224.6,2025-09-28 18:09:10.244878
Región VI,2019,Enero,104.2683,5.7251,19.2154,0,29,2,18529895.7,2025-09-28 18:09:10.244878
Región VI,2020,Enero,43.935,2.4649,18.806,-,25,3,19915615.1,2025-09-28 18:09:10.244878
Región VI,2021,Enero,67.2375,3.5668,19.8889,-,26,5,17920835.5,2025-09-28 18:09:10.244878
Región VI,2022,Enero,88.4666,4.559,20.4734,10,26,1,17296299.8,2025-09-28 18:09:10.244878
Región VI,2023,Enero,63.6039,3.5238,19.0436,10,40,2,19754073.1,2025-09-28 18:09:10.244878
Región VI,2024,Enero,59.5962,3.6851,17.0626,8,38,1,20419313.9,2025-09-28 18:09:10.244878
Región VI,2025,Enero,93.4126,4.7936,20.5599,11,41,2,36876013.3,2025-09-28 18:09:10.244878
Región VI,2018,Febrero,86.2641,4.8858,18.6282,-,14,1,10586832.8,2025-09-28 18:09:10.244878
Región VI,2019,Febrero,66.1916,3.6392,19.1902,-,32,1,21092752.8,2025-09-28 18:09:10.244878
Región VI,2020,Febrero,42.0326,2.3631,18.7664,-,26,3,19989993.5,2025-09-28 18:09:10.244878
Región VI,2021,Febrero,485.5158,25.3068,20.2415,-,27,4,15978280.7,2025-09-28 18:09:10.244878
Región VI,2022,Febrero,104.558,5.3859,20.4823,10,26,0,16709511.9,2025-09-28 18:09:10.244878
Región VI,2023,Febrero,48.4094,2.7398,18.6418,8,38,1,18742825.7,2025-09-28 18:09:10.244878
Región VI,2024,Febrero,38.772,2.3923,17.0996,8,39,1,20510766.0,2025-09-28 18:09:10.244878
Región VI,2025,Febrero,73.75,3.8028,20.4612,11,44,3,33987705.2,2025-09-28 18:09:10.244878
Región VI,2018,Marzo,74.5146,4.2078,18.6839,-,18,1,11638041.4,2025-09-28 18:09:10.244878
Región VI,2019,Marzo,55.3739,3.0375,19.2339,-,33,1,28750600.2,2025-09-28 18:09:10.244878
Región VI,2020,Marzo,42.296,2.0313,21.969,-,24,4,21437731.1,2025-09-28 18:09:10.244878
Región VI,2021,Marzo,70.3278,3.5691,20.7895,-,41,7,23635681.5,2025-09-28 18:09:10.244878
Región VI,2022,Marzo,98.7866,5.058,20.6061,11,27,1,18771641.0,2025-09-28 18:09:10.244878
Región VI,2023,Marzo,45.9508,2.6344,18.403,8,38,1,23436099.8,2025-09-28 18:09:10.244878
Región VI,2024,Marzo,30.4071,1.9046,16.8445,10,40,2,21543839.24,2025-09-28 18:09:10.244878
Región VI,2025,Marzo,86.1773,4.4903,20.2488,9,55,3,56130256.1,2025-09-28 18:09:10.244878
Región VI,2018,Abril,76.8874,4.4216,18.3464,-,18,2,11782069.8,2025-09-28 18:09:10.244878
Región VI,2019,Abril,58.8565,3.2643,19.0231,-,26,1,21858085.5,2025-09-28 18:09:10.244878
Región VI,2020,Abril,44.1346,1.9196,24.2579,-,25,4,20488905.8,2025-09-28 18:09:10.244878
Región VI,2021,Abril,61.7192,3.2472,20.0534,-,30,3,22347150.0,2025-09-28 18:09:10.244878
Región VI,2022,Abril,119.5139,6.2898,20.0475,14,41,2,22314910.2,2025-09-28 18:09:10.244878
Región VI,2023,Abril,41.8963,2.4436,18.0891,6,36,1,19269524.7,2025-09-28 18:09:10.244878
Región VI,2024,Abril,30.6875,1.9308,16.7691,10,40,1,21384424.7,2025-09-28 18:09:10.244878
Región VI,2025,Abril,78.7333,4.1249,20.1385,8,38,2,33242173.1,2025-09-28 18:09:10.244878
Región VI,2018,Mayo,79.3308,4.2946,19.4894,-,19,1,12780379.4,2025-09-28 18:09:10.244878
Región VI,2019,Mayo,53.052,2.9323,19.0883,-,31,2,13730636.5,2025-09-28 18:09:10.244878
Región VI,2020,Mayo,54.9354,2.4559,23.6004,-,24,5,15036677.4,2025-09-28 18:09:10.244878
Región VI,2021,Mayo,70.8508,3.7408,19.9829,-,42,8,24885235.5,2025-09-28 18:09:10.244878
Región VI,2022,Mayo,157.7283,8.2751,20.1101,12,43,4,23333399.7,2025-09-28 18:09:10.244878
Región VI,2023,Mayo,59.8624,3.5546,17.768,9,30,1,9873126.0,2025-09-28 18:09:10.244878
Región VI,2024,Mayo,38.1045,2.3928,16.8011,10,39,1,23935962.5,2025-09-28 18:09:10.244878
Región VI,2025,Mayo,70.4457,3.8196,19.4585,8,38,2,34861539.4,2025-09-28 18:09:10.244878
Región VI,2018,Junio,84.7908,4.4046,20.3105,-,17,1,12221484.2,2025-09-28 18:09:10.244878
Región VI,2019,Junio,55.3358,3.0264,19.2912,-,23,2,17626664.8,2025-09-28 18:09:10.244878
Región VI,2020,Junio,43.5703,2.0693,22.2153,-,25,4,21534470.9,2025-09-28 18:09:10.244878
Región VI,2021,Junio,69.3583,3.6522,20.0366,-,31,2,23027526.7,2025-09-28 18:09:10.244878
Región VI,2022,Junio,151.58,8.01,19.9743,11,41,1,21407231.0,2025-09-28 18:09:10.244878
Región VI,2023,Junio,69.2797,4.2268,17.293,8,18,1,9109272.17,2025-09-28 18:09:10.244878
Región VI,2024,Junio,50.7442,2.9605,18.0839,10,38,2,22902285.9,2025-09-28 18:09:10.244878
Región VI,2025,Junio,70.3175,3.8885,19.0791,10,40,2,37795614.2,2025-09-28 18:09:10.244878
Región VI,2018,Julio,67.4421,3.7221,19.1171,-,25,2,38067577.3,2025-09-28 18:09:10.244878
Región VI,2019,Julio,44.0756,2.4389,19.0669,-,29,2,19492483.5,2025-09-28 18:09:10.244878
Región VI,2020,Julio,46.0585,2.1613,22.4836,-,26,2,20391836.9,2025-09-28 18:09:10.244878
Región VI,2021,Julio,80.2118,4.2375,19.9715,-,41,4,20212698.6,2025-09-28 18:09:10.244878
Región VI,2022,Julio,136.0454,6.9931,20.5254,9,41,2,23367319.2,2025-09-28 18:09:10.244878
Región VI,2023,Julio,78.7322,4.9023,16.9447,9,19,1,8946197.7,2025-09-28 18:09:10.244878
Región VI,2024,Julio,45.8474,2.6756,18.0786,12,44,2,22994006.7,2025-09-28 18:09:10.244878
Región VI,2025,Julio,70.5246,3.9801,18.6948,9,40,1,35580678.3,2025-09-28 18:09:10.244878
Región VI,2018,Agosto,65.4476,3.6712,18.8089,-,27,2,55940083.7,2025-09-28 18:09:10.244878
Región VI,2019,Agosto,58.3306,3.1416,19.5896,-,23,3,18761975.5,2025-09-28 18:09:10.244878
Región VI,2020,Agosto,60.245,2.8584,22.237,-,25,5,20704403.6,2025-09-28 18:09:10.244878
Región VI,2021,Agosto,82.1802,4.3238,4.0741,-,29,1,20461254.9,2025-09-28 18:09:10.244878
Región VI,2022,Agosto,165.6277,8.6758,20.142,10,41,2,22722857.8,2025-09-28 18:09:10.244878
Región VI,2023,Agosto,49.3698,3.0701,16.966,8,29,1,23324114.4,2025-09-28 18:09:10.244878
Región VI,2024,Agosto,43.0712,2.3846,19.0568,10,41,1,33269765.4,2025-09-28 18:09:10.244878
Región VI,2025,Agosto,66.2489,3.7337,18.7204,10,40,2,35756769.5,2025-09-28 18:09:10.244878
Región VI,2018,Septiembre,73.1771,4.052,19.0539,-,28,3,45247590.2,2025-09-28 18:09:10.244878
Región VI,2019,Septiembre,68.1066,3.6616,19.6242,-,30,6,18755960.4,2025-09-28 18:09:10.244878
Región VI,2020,Septiembre,50.7854,2.4755,21.645,-,26,3,20207856.6,2025-09-28 18:09:10.244878
Región VI,2021,Septiembre,102.1139,5.3847,20.0078,-,30,1,108257629.3,2025-09-28 18:09:10.244878
Región VI,2022,Septiembre,147.5349,7.7546,20.073,9,39,1,21170983.0,2025-09-28 18:09:10.244878
Región VI,2023,Septiembre,49.8096,3.0478,17.2426,41,2,10,22955243.7,2025-09-28 18:09:10.244878
Región VI,2024,Septiembre,50.2221,2.698,19.6395,10,43,2,35280791.0,2025-09-28 18:09:10.244878
Región VI,2018,Octubre,89.02,4.9267,19.0638,-,32,1,31690668.0,2025-09-28 18:09:10.244878
Región VI,2019,Octubre,53.8886,2.9352,19.3701,-,30,6,20650504.5,2025-09-28 18:09:10.244878
Región VI,2020,Octubre,59.3008,2.9297,21.3558,-,28,4,22889333.2,2025-09-28 18:09:10.244878
Región VI,2021,Octubre,117.3307,6.0468,20.4723,-,27,1,108266940.8,2025-09-28 18:09:10.244878
Región VI,2022,Octubre,104.3935,5.5031,20.0146,9,40,1,21668647.1,2025-09-28 18:09:10.244878
Región VI,2023,Octubre,52.5494,3.0744,18.0338,11,45,3,24111462.3,2025-09-28 18:09:10.244878
Región VI,2024,Octubre,56.8655,3.0508,19.6659,9,40,2,36889553.1,2025-09-28 18:09:10.244878
Región VI,2018,Noviembre,79.254,4.1293,20.25,-,32,3,22864204.0,2025-09-28 18:09:10.244878
Región VI,2019,Noviembre,65.45,3.5792,19.2931,-,23,5,13150624.8,2025-09-28 18:09:10.244878
Región VI,2020,Noviembre,64.2903,3.3074,20.5088,-,26,4,22674313.5,2025-09-28 18:09:10.244878
Región VI,2021,Noviembre,120.1752,6.1004,20.7843,-,37,2,114772714.7,2025-09-28 18:09:10.244878
Región VI,2022,Noviembre,86.0347,4.6557,19.497,9,41,2,21037997.8,2025-09-28 18:09:10.244878
Región VI,2023,Noviembre,48.3143,2.9206,17.4537,9,40,1,20941473.3,2025-09-28 18:09:10.244878
Región VI,2024,Noviembre,57.2481,2.9727,20.3185,12,73,2,57021251.4,2025-09-28 18:09:10.244878
Región VI,2018,Diciembre,114.9912,6.0128,20.1775,0,35,2,24145933.3,2025-09-28 18:09:10.244878
Región VI,2019,Diciembre,61.3014,3.3725,19.1776,-,23,5,17587227.1,2025-09-28 18:09:10.244878
Región VI,2020,Diciembre,60.369,3.1875,19.9821,-,33,4,21435884.0,2025-09-28 18:09:10.244878
Región VI,2021,Diciembre,86.4568,4.3463,20.9873,10,25,1,19986751.4,2025-09-28 18:09:10.244878
Región VI,2022,Diciembre,98.8216,5.3243,19.5825,9,40,2,19476260.5,2025-09-28 18:09:10.244878
Región VI,2023,Diciembre,49.7701,3.0485,17.2253,11,41,2,19345805.3,2025-09-28 18:09:10.244878
Región VI,2024,Diciembre,74.1837,3.8674,20.2382,10,41,2,32230031.2,2025-09-28 18:09:10.244878
