date,premium
2025-07-12,1.731810623133071
2025-07-13,1.7390797258540147
2025-07-14,1.745753656169591
2025-07-15,1.7518431351426123
2025-07-16,1.7572259716608596
2025-07-17,1.761793004704271
2025-07-18,1.765611790438315
2025-07-19,1.7686540762126868
2025-07-20,1.7709229430168734
2025-07-21,1.772482577125637
2025-07-22,1.7733681757964106
2025-07-23,1.7733790855654248
2025-07-24,1.7724310853433471
2025-07-25,1.7703370890594683
2025-07-26,1.7668317903383233
2025-07-27,1.7607597594421478
2025-07-28,1.7547061586885149
2025-07-29,1.7491890425877519
2025-07-30,1.7451803494047724
2025-07-31,1.7426114127304793
2025-08-01,1.7426960643093672
2025-08-02,1.7433240547088258
2025-08-03,1.743720760867608
2025-08-04,1.743045981356816
2025-08-05,1.741909191743936
2025-08-06,1.7401404209731595
2025-08-07,1.7374020287518324
2025-08-08,1.7341308577581607
2025-08-09,1.7316824660643728
2025-08-10,1.7295726738935209
2025-08-11,1.7274890739758653
2025-08-12,1.725469700558905
2025-08-13,1.7234064220279735
2025-08-14,1.7200486959525283
2025-08-15,1.715998671244884
2025-08-16,1.7117495397658389
2025-08-17,1.707614010716832
2025-08-18,1.70352365750766
2025-08-19,1.699554665004099
2025-08-20,1.695468685729318
2025-08-21,1.6910334416871122
2025-08-22,1.686353021977795
2025-08-23,1.6816700245527456
2025-08-24,1.6770314357338574
2025-08-25,1.6724660664224753
2025-08-26,1.6680233942665175
2025-08-27,1.6637245050019924
2025-08-28,1.659085644232885
2025-08-29,1.6545484499732939
2025-08-30,1.6501357621897745
2025-08-31,1.646089437899318
2025-09-01,1.6418764700346347
2025-09-02,1.6371132512070605
2025-09-03,1.6313857514009584
2025-09-04,1.6245960961640145
2025-09-05,1.6168812869347342
2025-09-06,1.6084107706146393
2025-09-07,1.599700789359828
2025-09-08,1.591723871221647
2025-09-09,1.5844898416802615
2025-09-10,1.5784817856400024
2025-09-11,1.5738788463350304
2025-09-12,1.5710886495810303
2025-09-13,1.5691523110318788
2025-09-14,1.5682112244339699
2025-09-15,1.567683907570755
2025-09-16,1.5666772491336407
2025-09-17,1.5665545006124109
2025-09-18,1.5672952642311377
2025-09-19,1.5688822255094994
2025-09-20,1.571310933098529
2025-09-21,1.5754367681253654
2025-09-22,1.5798458021161472
2025-09-23,1.5844762794037681
2025-09-24,1.5893294705977488
2025-09-25,1.59429603082035
2025-09-26,1.59944960743776
2025-09-27,1.6047728863795232
2025-09-28,1.6102866979506314
2025-09-29,1.615878656000293
2025-09-30,1.621756370016047
