,lme_sr_m01_lag1,usdmxn_lag1,mexico_premium,lme_volatility_5d,lme_momentum_5d,contango_indicator,rebar_scrap_spread_norm,trade_events_impact_7d,weekday_effect,seasonality_simple,real_interest_rate,uncertainty_indicator,market_regime,days_to_holiday,model_confidence,is_holiday_mx,is_weekend,sr_m01_imputed,sc_m01_imputed,usdmxn_imputed,tiie28_imputed,target_mexico_price,data_quality_score
2015-01-01,,,1.157,0.02,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-01-02,338.0,14.829,1.157,0.02,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-03,338.0,14.829,1.157,0.02,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-04,338.0,14.829,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,29,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-05,338.0,14.829,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,28,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-06,338.0,14.9469,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,27,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-07,338.0,14.8479,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,26,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-08,338.0,14.7936,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,25,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-09,338.0,14.6274,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,24,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-10,338.0,14.5804,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,23,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-11,338.0,14.5804,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,22,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-12,338.0,14.5804,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,21,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-13,338.0,14.6398,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,20,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-14,338.0,14.5559,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,19,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-15,338.0,14.5644,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,18,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-16,338.0,14.5821,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,17,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-17,338.0,14.6223,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,16,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-18,338.0,14.6223,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,15,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-19,338.0,14.6223,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,14,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-20,338.0,14.6524,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,13,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-21,338.0,14.6484,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,12,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-22,338.0,14.6983,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,11,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-23,338.0,14.612,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,10,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-24,338.0,14.6499,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,9,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-25,338.0,14.6499,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,8,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-01-26,338.0,14.6499,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,7,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-27,338.0,14.5887,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,6,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-28,338.0,14.5872,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,5,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-29,338.0,14.6878,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,4,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-30,338.0,14.8414,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,3,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-01-31,338.0,14.9885,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,2,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-01,338.0,14.9885,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,1,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-02,338.0,14.9885,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,30,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-02-03,338.0,14.9885,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-04,338.0,14.7566,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-05,338.0,14.8011,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-06,338.0,14.7548,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-07,338.0,14.9024,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-08,338.0,14.9024,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-09,338.0,14.9024,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-10,338.0,14.8014,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-11,338.0,14.9309,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-12,338.0,15.1099,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-13,338.0,14.9167,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-14,338.0,14.8605,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-15,338.0,14.8605,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,29,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-16,338.0,14.8605,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,28,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-17,338.0,14.8979,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,27,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-18,338.0,14.8971,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,26,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-19,338.0,14.9473,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,25,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-20,338.0,14.9583,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,24,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-21,338.0,15.0757,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,23,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-22,338.0,15.0757,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,22,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-02-23,338.0,15.0757,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,21,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-24,338.0,15.0832,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,20,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-25,338.0,14.9712,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,19,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-26,338.0,14.9228,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,18,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-27,338.0,14.9624,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,17,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-02-28,338.0,14.9553,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,16,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-01,338.0,14.9553,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,15,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-02,338.0,14.9553,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,14,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-03,338.0,14.9862,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,13,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-04,338.0,14.9544,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,12,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-05,338.0,15.0756,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,11,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-06,338.0,15.1686,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,10,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-07,338.0,15.4445,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,9,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-08,338.0,15.4445,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,8,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-09,338.0,15.4445,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,7,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-10,338.0,15.4544,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,6,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-11,338.0,15.5837,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,5,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-12,338.0,15.4455,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,4,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-13,338.0,15.4003,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,3,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-14,338.0,15.4892,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,2,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-15,338.0,15.4892,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,1,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-16,338.0,15.4892,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,17,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-03-17,338.0,15.4892,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,16,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-18,338.0,15.4271,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,15,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-19,338.0,15.4192,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,14,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-20,338.0,15.296,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,13,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-21,338.0,15.0317,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,12,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-22,338.0,15.0317,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,11,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-23,338.0,15.0317,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,10,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-24,338.0,14.9644,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,9,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-25,338.0,14.9347,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,8,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-26,338.0,14.9524,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,7,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-27,338.0,15.1056,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,6,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-28,338.0,15.1542,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,5,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-29,338.0,15.1542,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,-0.01,4.0,0.5,0,4,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-03-30,338.0,15.1542,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,-0.01,4.0,0.5,0,3,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-03-31,338.0,15.2427,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,-0.01,4.0,0.5,0,2,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-01,338.0,15.2647,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,1,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-02,338.0,15.1206,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,1,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-04-03,338.0,15.1206,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,28,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-04-04,338.0,15.1206,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,27,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-05,338.0,15.1206,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,26,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-06,338.0,15.1206,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,25,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-07,338.0,14.8003,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,24,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-08,338.0,14.9039,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,23,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-09,338.0,14.9072,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,22,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-10,338.0,15.0554,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,21,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-11,338.0,15.1706,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,20,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-12,338.0,15.1706,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,19,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-13,338.0,15.1706,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,18,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-14,338.0,15.2947,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,17,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-15,338.0,15.2339,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,16,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-16,338.0,15.3891,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,15,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-17,338.0,15.2455,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,14,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-18,338.0,15.3128,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,13,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-19,338.0,15.3128,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,12,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-20,338.0,15.3128,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,11,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-21,338.0,15.3973,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,10,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-22,338.0,15.3837,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,9,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-23,338.0,15.4518,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,8,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-24,338.0,15.3539,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,7,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-25,338.0,15.3834,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,6,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-26,338.0,15.3834,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,5,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-04-27,338.0,15.3834,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,4,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-28,338.0,15.3213,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,3,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-29,338.0,15.2225,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,2,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-04-30,338.0,15.2043,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,1,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-01,338.0,15.3714,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,0,0,True,True,True,True,391.06600000000003,1.0
2015-05-02,338.0,15.3714,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-03,338.0,15.3714,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-04,338.0,15.3714,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-05,338.0,15.494,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-06,338.0,15.3225,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-07,338.0,15.2825,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-08,338.0,15.3397,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-09,338.0,15.1424,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-10,338.0,15.1424,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-11,338.0,15.1424,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-12,338.0,15.2624,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-13,338.0,15.3211,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-14,338.0,15.2213,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-15,338.0,15.1235,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-16,338.0,15.0225,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-17,338.0,15.0225,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-18,338.0,15.0225,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-19,338.0,15.12,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-20,338.0,15.2008,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-21,338.0,15.212,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-22,338.0,15.2326,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-23,338.0,15.2918,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-24,338.0,15.2918,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.85,0,1,True,True,True,True,391.06600000000003,1.0
2015-05-25,338.0,15.2918,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,-0.02,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-26,338.0,15.2635,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.01,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
2015-05-27,338.0,15.3235,1.157,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.02,4.0,0.5,0,30,0.95,1,0,True,True,False,False,391.06600000000003,1.0
